GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
-,28-Sep-2018 07:02:09.529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:09 GMT+03:00 2018,28-Sep-2018 07:02:10.533,23.18600568,61.24292208,0.0,13.936001,138.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:10 GMT+03:00 2018,28-Sep-2018 07:02:11.534,23.185985,61.2429089,0.0,9.648001,144.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,-,NaN,-,-,-,-,-,-,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:11 GMT+03:00 2018,28-Sep-2018 07:02:12.536,23.18597196,61.24288889,0.0,7.504,144.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,-,-,144,-,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:12 GMT+03:00 2018,28-Sep-2018 07:02:13.536,23.18596979,61.24288543,0.0,6.432,145.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,0,-,145,82,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:13 GMT+03:00 2018,28-Sep-2018 07:02:14.532,23.18596318,61.24287963,0.0,6.432,143.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,0,-,143,82,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:14 GMT+03:00 2018,28-Sep-2018 07:02:15.537,23.18595471,61.24287678,0.0,5.36,142.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,0,-,142,82,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:15 GMT+03:00 2018,28-Sep-2018 07:02:16.533,23.1859514,61.24287443,0.0,4.288,143.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,0,-,143,82,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:16 GMT+03:00 2018,28-Sep-2018 07:02:17.535,23.18594559,61.24286362,0.0,4.288,142.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,0,-,142,82,7.98794699,-,-,-,0,-,-,7928.29980469,0
Fri Sep 28 07:02:17 GMT+03:00 2018,28-Sep-2018 07:02:18.537,23.18594858,61.24286106,0.0,4.288,143.0,0.0,352.09375,0,93.41316986,82.35294342,11,10,0,7.44975996,11,82.35294342,12410,30,0,18,0.6635294,0,0,0,2,NaN,11,-,0,-,143,82,7.98794699,-,-,-,0,-,-,7928.29980469,0
