GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Tue Jun 12 07:32:44 GMT+03:00 2018,12-Jun-2018 07:32:48.240,23.18591958,61.24293286,0.0,4.288,96.0,0.0,-8.88366699,0.32939148,3.94419861,-0.0034848,
Tue Jun 12 07:32:44 GMT+03:00 2018,12-Jun-2018 07:32:49.236,23.18591958,61.24293286,0.0,4.288,96.0,0.0,-8.88366699,0.32939148,3.94419861,-0.0034848,
Tue Jun 12 07:32:44 GMT+03:00 2018,12-Jun-2018 07:32:50.235,23.18591958,61.24293286,0.0,4.288,96.0,0.0,-8.88366699,0.32939148,3.94419861,-0.0034848,
Tue Jun 12 07:32:44 GMT+03:00 2018,12-Jun-2018 07:32:51.235,23.18591958,61.24293286,0.0,4.288,96.0,0.0,-8.88366699,0.32939148,3.94419861,-0.0034848,
Tue Jun 12 07:32:52 GMT+03:00 2018,12-Jun-2018 07:32:52.234,23.18589132,61.24292701,0.0,18.224,98.0,0.0,-8.88366699,0.32939148,3.94419861,-0.0034848,
Tue Jun 12 07:32:53 GMT+03:00 2018,12-Jun-2018 07:32:53.234,23.18588802,61.2429259,0.0,15.008,98.0,0.0,-9.21479797,-0.12072754,3.23364258,0.00641966,
Tue Jun 12 07:32:54 GMT+03:00 2018,12-Jun-2018 07:32:54.234,23.18588422,61.24292864,0.0,12.864,99.0,0.0,-10.50067139,0.19821167,2.71907043,0.10646981,
Tue Jun 12 07:32:55 GMT+03:00 2018,12-Jun-2018 07:32:55.234,23.18588027,61.24293058,0.0,11.792,99.0,0.0,-10.31335449,0.89653015,2.65293884,0.0177541,
Tue Jun 12 07:32:56 GMT+03:00 2018,12-Jun-2018 07:32:56.235,23.18587777,61.24292571,0.0,10.72,100.0,0.0,-8.90817261,0.76797485,3,0.03232955,
Tue Jun 12 07:32:57 GMT+03:00 2018,12-Jun-2018 07:32:57.234,23.18587936,61.24292603,0.0,9.648001,102.0,0.0,-9.76937866,0.10047913,3.14480591,-0.01251528,
Tue Jun 12 07:32:58 GMT+03:00 2018,12-Jun-2018 07:32:58.235,23.18587242,61.24292729,0.0,7.504,102.0,0.0,-8.08532715,-0.35411072,4.32830811,-0.00648743,
Tue Jun 12 07:32:59 GMT+03:00 2018,12-Jun-2018 07:32:59.239,23.18587537,61.24292584,0.0,7.504,102.0,0.0,-9.40090942,-0.16741943,3.79679871,0.02778336,
Tue Jun 12 07:33:00 GMT+03:00 2018,12-Jun-2018 07:33:00.237,23.18587206,61.24292196,0.0,7.504,102.0,0.0,-9.70976257,1.08119202,3.97727966,-0.050425,
Tue Jun 12 07:33:01 GMT+03:00 2018,12-Jun-2018 07:33:01.236,23.18587275,61.24291952,0.0,7.504,102.0,0.0,-8.74629211,1.58100891,4.14396667,-0.00329915,
Tue Jun 12 07:33:02 GMT+03:00 2018,12-Jun-2018 07:33:02.236,23.185872,61.24292063,0.0,8.576,102.0,0.0,-9.95243835,0.35380554,2.73469543,-0.01832381,
Tue Jun 12 07:33:03 GMT+03:00 2018,12-Jun-2018 07:33:03.234,23.18587226,61.24292165,0.0,10.72,101.0,0.0,-9.50038147,0.53627014,2.59011841,0.00589765,
Tue Jun 12 07:33:04 GMT+03:00 2018,12-Jun-2018 07:33:04.236,23.18587079,61.24292386,0.0,10.72,101.0,0.0,-8.53912354,0.16729736,3.65968323,0.01370619,
Tue Jun 12 07:33:05 GMT+03:00 2018,12-Jun-2018 07:33:05.235,23.18586969,61.24292525,0.0,10.72,101.0,0.0,-8.65682983,0.43884277,3.86637878,-0.00372654,
Tue Jun 12 07:33:06 GMT+03:00 2018,12-Jun-2018 07:33:06.236,23.18587009,61.24292488,0.0,9.648001,101.0,0.0,-9.20062256,1.3110199,9.10444641,0.02021525,
Tue Jun 12 07:33:07 GMT+03:00 2018,12-Jun-2018 07:33:07.234,23.18587022,61.24292481,0.0,7.504,101.0,0.0,-5.02566528,2.56732178,6.46728516,-0.07117493,
Tue Jun 12 07:33:08 GMT+03:00 2018,12-Jun-2018 07:33:08.235,23.1858701,61.24292481,0.0,6.432,101.0,0.0,-8.80493164,-3.51400757,5.22277832,-0.00641792,
Tue Jun 12 07:33:09 GMT+03:00 2018,12-Jun-2018 07:33:09.237,23.1858702,61.24292472,0.0,5.36,101.0,0.0,-6.16914368,-4.04501343,6.03259277,0.01419755,
Tue Jun 12 07:33:10 GMT+03:00 2018,12-Jun-2018 07:33:10.234,23.18587023,61.24292467,0.0,4.288,101.0,0.0,-9.40945435,-0.98362732,4.19165039,-0.01061298,
Tue Jun 12 07:33:11 GMT+03:00 2018,12-Jun-2018 07:33:11.235,23.18586038,61.24292565,0.17,4.288,101.0,99.7,-7.69891357,-0.50267029,5.35534668,-0.02172422,
Tue Jun 12 07:33:12 GMT+03:00 2018,12-Jun-2018 07:33:12.234,23.18584487,61.24292858,0.0,4.288,102.0,0.0,-7.18229675,-0.95742798,6.25617981,-0.2685833,
Tue Jun 12 07:33:13 GMT+03:00 2018,12-Jun-2018 07:33:13.234,23.18584067,61.24292346,0.0,4.288,103.0,0.0,-2.56877136,2.98762512,7.52394104,-0.13365537,
Tue Jun 12 07:33:14 GMT+03:00 2018,12-Jun-2018 07:33:14.234,23.18585279,61.24292195,0.0,4.288,104.0,0.0,-2.47491455,2.61459351,8.99867249,-0.00547026,
Tue Jun 12 07:33:15 GMT+03:00 2018,12-Jun-2018 07:33:15.235,23.18585926,61.24290923,0.0,4.288,105.0,0.0,-2.49382019,2.62792969,9.04243469,-0.00768264,
Tue Jun 12 07:33:16 GMT+03:00 2018,12-Jun-2018 07:33:16.234,23.18585831,61.24290049,0.0,4.288,105.0,0.0,-1.51808167,3.2908783,7.08242798,-0.00612234,
Tue Jun 12 07:33:17 GMT+03:00 2018,12-Jun-2018 07:33:17.235,23.18585604,61.24290173,0.0,4.288,106.0,0.0,-4.53990173,9.08947754,14.05693054,0.76860446,
