GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
Tue Nov 13 07:17:00 GMT+02:00 2018,13-Nov-2018 07:17:02.261,23.18588971,61.24284592,0.0,4.288,90.0,0.0,352.09375,0,100,86.66666412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,90,-,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:01 GMT+02:00 2018,13-Nov-2018 07:17:03.262,23.18586796,61.24285159,0.0,4.288,93.0,0.0,352.09375,0,100,86.66666412,11,13,0,4.82043314,-,-,-,7.0,-,-,-,-,-,-,7,0,11,-,-,-,93,-,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:02 GMT+02:00 2018,13-Nov-2018 07:17:04.261,23.18587208,61.24285274,0.89,4.288,97.0,188.4,352.09375,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,-,-,97,-,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:03 GMT+02:00 2018,13-Nov-2018 07:17:05.262,23.18586365,61.24287323,0.0,4.288,100.0,0.0,352.09375,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,100,-,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:04 GMT+02:00 2018,13-Nov-2018 07:17:06.263,23.1858358,61.24289921,0.0,4.288,105.0,0.0,352.046875,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,105,86,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:05 GMT+02:00 2018,13-Nov-2018 07:17:07.262,23.1858205,61.24291135,0.0,3.216,108.0,0.0,352.046875,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,108,86,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:06 GMT+02:00 2018,13-Nov-2018 07:17:08.261,23.18580272,61.2429192,0.0,3.216,111.0,0.0,352.046875,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,111,86,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:07 GMT+02:00 2018,13-Nov-2018 07:17:09.262,23.18579294,61.24292265,0.34,3.216,110.0,313.7,352.046875,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,110,86,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:08 GMT+02:00 2018,13-Nov-2018 07:17:10.261,23.18579985,61.24292126,0.0,3.216,109.0,0.0,352.078125,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,109,86,7.56134892,-,-,-,0,-,-,11903.23144531,0
Tue Nov 13 07:17:09 GMT+02:00 2018,13-Nov-2018 07:17:11.261,23.1858042,61.24291587,0.17,3.216,108.0,173.4,352.078125,0,100,86.66666412,11,13,0,4.82043314,10,86.66666412,12640,30,0,13,-0.02666667,0,0,0,7,NaN,11,-,0,-,108,86,7.56134892,-,-,-,0,-,-,11903.23144531,0
