GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
-,02-Oct-2018 16:54:13.144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:14.141,-,-,-,-,-,-,352.09375,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:15.142,-,-,-,-,-,-,352.09375,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,-,-,NaN,-,-,-,-,-,-,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:16.142,-,-,-,-,-,-,352.09375,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,-,-,-,-,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:17.160,-,-,-,-,-,-,352.078125,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:18.141,-,-,-,-,-,-,352.078125,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:19.142,-,-,-,-,-,-,352.078125,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:20.143,-,-,-,-,-,-,352.078125,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:21.143,-,-,-,-,-,-,352.046875,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:22.142,-,-,-,-,-,-,352.046875,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
-,02-Oct-2018 16:54:23.143,-,-,-,-,-,-,352.046875,0,-4.7904191,18.03921509,13,13,0,5.47776461,12,18.03921509,12180,30,0,13,10.95372581,0,0,0,10,NaN,13,-,0,-,-,18,14.34813213,-,-,-,0,-,-,8362.64453125,0
