GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
-,25-Sep-2018 19:35:41.970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:42 GMT+03:00 2018,25-Sep-2018 19:35:42.964,23.7717908,61.48740509,0.35,28.944,119.0,186.4,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:43 GMT+03:00 2018,25-Sep-2018 19:35:43.969,23.77174045,61.48731588,0.0,6.432,111.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,-,-,-,NaN,-,-,-,-,-,-,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:44 GMT+03:00 2018,25-Sep-2018 19:35:44.966,23.77165283,61.48729265,0.0,5.36,102.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,-,-,102,-,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:45 GMT+03:00 2018,25-Sep-2018 19:35:45.968,23.77165972,61.48728999,0.0,5.36,107.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,107,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:46 GMT+03:00 2018,25-Sep-2018 19:35:46.969,23.77166139,61.48729345,0.0,7.504,104.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,104,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:47 GMT+03:00 2018,25-Sep-2018 19:35:47.964,23.77167163,61.48728489,0.0,7.504,103.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,103,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:48 GMT+03:00 2018,25-Sep-2018 19:35:48.966,23.77170442,61.48729305,0.72,6.432,108.0,158.1,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,108,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:49 GMT+03:00 2018,25-Sep-2018 19:35:49.965,23.77164078,61.48731339,0.0,5.36,105.0,0.0,352.046875,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,105,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:50 GMT+03:00 2018,25-Sep-2018 19:35:50.966,23.7716434,61.48732174,0.0,5.36,107.0,0.0,352.046875,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,107,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:51 GMT+03:00 2018,25-Sep-2018 19:35:51.966,23.77164228,61.48733052,0.21,5.36,109.0,16.8,352.046875,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,109,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:52 GMT+03:00 2018,25-Sep-2018 19:35:52.967,23.77161641,61.48732943,0.0,5.36,108.0,0.0,352.046875,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,108,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:53 GMT+03:00 2018,25-Sep-2018 19:35:53.966,23.77159941,61.48732595,0.0,5.36,107.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,107,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
Tue Sep 25 19:35:54 GMT+03:00 2018,25-Sep-2018 19:35:54.966,23.7715996,61.48731681,0.0,5.36,105.0,0.0,352.09375,0,-4.7904191,18.03921509,22,23,0,1.20510828,12,18.03921509,13000,30,0,17,10.95372581,0,0,0,9,NaN,22,-,0,-,105,18,14.34813213,-,-,-,0,-,-,7608.29394531,0
