GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
-,15-Jun-2018 16:10:21.290,-,-,-,-,-,-,-7.7338562,0.4131012,5.75590515,-0.01274836,
-,15-Jun-2018 16:10:22.275,-,-,-,-,-,-,-7.63261414,0.32833862,5.86129761,-0.01040202,
-,15-Jun-2018 16:10:23.275,-,-,-,-,-,-,-7.71456909,0.45092773,5.65704346,-0.00802387,
-,15-Jun-2018 16:10:24.275,-,-,-,-,-,-,-7.70379639,0.26679993,6.07044983,-0.01273704,
-,15-Jun-2018 16:10:25.274,-,-,-,-,-,-,-7.70379639,0.26679993,6.07044983,-0.01273704,
-,15-Jun-2018 16:10:26.273,-,-,-,-,-,-,-7.70379639,0.26679993,6.07044983,-0.01273704,
-,15-Jun-2018 16:10:27.274,-,-,-,-,-,-,-7.70379639,0.26679993,6.07044983,-0.01273704,
-,15-Jun-2018 16:10:28.274,-,-,-,-,-,-,-8.53071594,-0.01119995,5.02096558,-0.00709098,
-,15-Jun-2018 16:10:29.277,-,-,-,-,-,-,-8.33302307,-0.70765686,5.16764832,-0.0091759,
-,15-Jun-2018 16:10:30.274,-,-,-,-,-,-,-8.23944092,-1.73999023,4.61772156,-0.02040917,
-,15-Jun-2018 16:10:31.274,-,-,-,-,-,-,-8.16775513,-1.92707825,5.14016724,-0.0112495,
-,15-Jun-2018 16:10:32.275,-,-,-,-,-,-,-7.84535217,-1.02110291,5.14968872,-0.0110046,
-,15-Jun-2018 16:10:33.280,-,-,-,-,-,-,-8.09274292,-1.60940552,4.60394287,-0.02868041,
-,15-Jun-2018 16:10:34.275,-,-,-,-,-,-,-7.45028687,0.0905304,6.1010437,-0.00854567,
-,15-Jun-2018 16:10:35.274,-,-,-,-,-,-,-7.31861877,0.55276489,6.25360107,-0.00167821,
-,15-Jun-2018 16:10:36.275,-,-,-,-,-,-,-7.32701111,0.54197693,6.55158997,-0.00451678,
-,15-Jun-2018 16:10:37.275,-,-,-,-,-,-,-7.38182068,0.6497345,6.5280304,0.00726956,
-,15-Jun-2018 16:10:38.274,-,-,-,-,-,-,-6.5934906,1.39387512,8.04240417,-0.02952936,
-,15-Jun-2018 16:10:39.277,-,-,-,-,-,-,-3.51074219,-0.21472168,10.87541199,-0.00493833,
-,15-Jun-2018 16:10:40.275,-,-,-,-,-,-,-5.9485321,0.61325073,8.24856567,0.03913182,
-,15-Jun-2018 16:10:41.275,-,-,-,-,-,-,-7.20568848,-0.26994324,6.96084595,-0.01245226,
-,15-Jun-2018 16:10:42.274,-,-,-,-,-,-,-3.65570068,-3.0761261,8.10263062,0.00759347,
-,15-Jun-2018 16:10:43.274,-,-,-,-,-,-,-3.8732605,1.77478027,8.4397583,0.00030458,
-,15-Jun-2018 16:10:44.274,-,-,-,-,-,-,-3.03941345,-1.15525818,8.96484375,0.01512663,
-,15-Jun-2018 16:10:45.274,-,-,-,-,-,-,-2.35742188,1.63461304,10.99772644,0.15916079,
