GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
Wed Aug 15 06:38:09 GMT+03:00 2018,15-Aug-2018 06:38:11.203,23.18586215,61.24295413,0.62,13.936001,104.0,351.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wed Aug 15 06:38:10 GMT+03:00 2018,15-Aug-2018 06:38:12.188,23.18578417,61.24291068,0.8,8.576,113.0,190.6,352.09375,0,97.00598907,84.70587921,18,18,0,6.82894659,19,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Wed Aug 15 06:38:12 GMT+03:00 2018,15-Aug-2018 06:38:13.188,23.18575707,61.2428846,0.0,6.432,118.0,0.0,352.09375,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,-,12,NaN,-,-,118,-,-,-,-,-
Wed Aug 15 06:38:13 GMT+03:00 2018,15-Aug-2018 06:38:14.190,23.18578137,61.24289712,0.28,4.288,112.0,44.7,352.09375,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,112,-,-,-,-,-
Wed Aug 15 06:38:14 GMT+03:00 2018,15-Aug-2018 06:38:15.190,23.18581589,61.24288705,0.0,4.288,112.0,0.0,352.171875,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,112,-,-,-,-,-
Wed Aug 15 06:38:15 GMT+03:00 2018,15-Aug-2018 06:38:16.190,23.18584618,61.24288852,0.0,4.288,112.0,0.0,352.171875,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,112,-,-,-,-,-
Wed Aug 15 06:38:16 GMT+03:00 2018,15-Aug-2018 06:38:17.189,23.18587352,61.24289084,0.0,3.216,112.0,0.0,352.171875,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,112,-,-,-,-,-
Wed Aug 15 06:38:17 GMT+03:00 2018,15-Aug-2018 06:38:18.192,23.18586914,61.242887,0.0,3.216,114.0,0.0,352.046875,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,114,-,-,-,-,-
Wed Aug 15 06:38:18 GMT+03:00 2018,15-Aug-2018 06:38:19.192,23.1858596,61.24287593,0.0,3.216,117.0,0.0,352.046875,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,117,-,-,-,-,-
Wed Aug 15 06:38:19 GMT+03:00 2018,15-Aug-2018 06:38:20.190,23.18585474,61.24286446,0.0,3.216,116.0,0.0,352.1875,0,97.00598907,84.70587921,18,18,0,6.82894659,19,84.70587921,24140,30,0,0,12,NaN,0,-,116,-,-,-,-,-
