GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
-,17-Oct-2018 07:08:00.249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:07:59 GMT+03:00 2018,17-Oct-2018 07:08:01.246,23.18577009,61.24295324,0.0,17.152,137.0,0.0,352.09375,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:00 GMT+03:00 2018,17-Oct-2018 07:08:02.248,23.18577672,61.24291914,0.0,10.72,128.0,0.0,352.09375,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,-,NaN,-,-,-,-,-,-,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:01 GMT+03:00 2018,17-Oct-2018 07:08:03.253,23.18579112,61.24292755,0.0,10.72,120.0,0.0,352.09375,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,120,-,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:02 GMT+03:00 2018,17-Oct-2018 07:08:04.248,23.18578961,61.2429198,0.0,9.648001,122.0,0.0,352.078125,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,122,86,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:03 GMT+03:00 2018,17-Oct-2018 07:08:05.247,23.1857912,61.24291919,0.0,8.576,122.0,0.0,352.078125,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,122,86,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:04 GMT+03:00 2018,17-Oct-2018 07:08:06.255,23.18580605,61.24290515,0.0,7.504,120.0,0.0,352.078125,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,120,86,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:05 GMT+03:00 2018,17-Oct-2018 07:08:07.252,23.18581639,61.2429095,0.0,7.504,120.0,0.0,352.078125,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,120,86,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:06 GMT+03:00 2018,17-Oct-2018 07:08:08.255,23.18582469,61.24290521,0.0,7.504,116.0,0.0,352.078125,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,116,86,7.56134892,-,-,-,0,-,-,9668.35449219,0
Wed Oct 17 07:08:07 GMT+03:00 2018,17-Oct-2018 07:08:09.250,23.18581586,61.2429004,0.0,7.504,117.0,0.0,352.078125,0,100,86.66666412,15,15,0,2.48325324,13,86.66666412,13000,30,0,18,-0.02666667,0,0,0,9,NaN,15,-,0,-,117,86,7.56134892,-,-,-,0,-,-,9668.35449219,0
