GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,16-Aug-2018 07:05:21.627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,16-Aug-2018 07:05:22.625,-,-,-,-,-,-,352.09375,0.42251253,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Thu Aug 16 07:05:22 GMT+03:00 2018,16-Aug-2018 07:05:23.626,23.18583349,61.24292027,0.0,21.44,131.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,-,∞,0,-,-,-,-,-,-,-
Thu Aug 16 07:05:23 GMT+03:00 2018,16-Aug-2018 07:05:24.626,23.18554787,61.24265949,0.0,9.648001,134.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,-,-,-,-,-,-
Thu Aug 16 07:05:24 GMT+03:00 2018,16-Aug-2018 07:05:25.626,23.18569505,61.24271408,0.0,10.72,109.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,109,-,-,-,-,-
Thu Aug 16 07:05:25 GMT+03:00 2018,16-Aug-2018 07:05:26.630,23.18574673,61.24271625,0.0,9.648001,101.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,101,-,-,-,-,-
Thu Aug 16 07:05:26 GMT+03:00 2018,16-Aug-2018 07:05:27.626,23.18582138,61.24275167,0.0,9.648001,96.0,0.0,352.09375,0.21125627,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,96,-,-,-,-,-
Thu Aug 16 07:05:27 GMT+03:00 2018,16-Aug-2018 07:05:28.629,23.18579963,61.24278931,0.0,7.504,98.0,0.0,352.09375,0.21125627,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,98,-,-,-,-,-
Thu Aug 16 07:05:28 GMT+03:00 2018,16-Aug-2018 07:05:29.627,23.1858193,61.24283578,0.0,6.432,99.0,0.0,352.09375,0.21125627,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,99,-,-,-,-,-
Thu Aug 16 07:05:29 GMT+03:00 2018,16-Aug-2018 07:05:30.630,23.18583513,61.24287121,0.0,6.432,97.0,0.0,352.046875,0.10561407,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,97,-,-,-,-,-
Thu Aug 16 07:05:30 GMT+03:00 2018,16-Aug-2018 07:05:31.626,23.18583917,61.24287656,0.0,5.36,101.0,0.0,352.046875,0.10561407,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,101,-,-,-,-,-
Thu Aug 16 07:05:31 GMT+03:00 2018,16-Aug-2018 07:05:32.628,23.18585556,61.24288628,0.0,5.36,104.0,0.0,352.046875,0.10561407,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,104,-,-,-,-,-
Thu Aug 16 07:05:32 GMT+03:00 2018,16-Aug-2018 07:05:33.626,23.18587949,61.24289412,0.0,4.288,102.0,0.0,352.0625,1.90105319,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,102,-,-,-,-,-
Thu Aug 16 07:05:33 GMT+03:00 2018,16-Aug-2018 07:05:34.625,23.18588748,61.2428919,0.0,4.288,104.0,0.0,352.0625,1.90113759,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,104,-,-,-,-,-
Thu Aug 16 07:05:34 GMT+03:00 2018,16-Aug-2018 07:05:35.626,23.1858924,61.24289234,0.0,4.288,105.0,0.0,352.0625,1.90113759,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,105,-,-,-,-,-
Thu Aug 16 07:05:35 GMT+03:00 2018,16-Aug-2018 07:05:36.628,23.18589171,61.24289087,0.0,4.288,106.0,0.0,352.0625,1.90113759,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,106,-,-,-,-,-
Thu Aug 16 07:05:36 GMT+03:00 2018,16-Aug-2018 07:05:37.626,23.18588905,61.24288841,0.0,3.216,107.0,0.0,352.078125,1.90122187,97.00598907,84.70587921,15,18,0,6.09857798,18,84.70587921,12230,30,0,0,9,∞,0,-,107,-,-,-,-,-
