GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Wed Jun 13 07:17:04 GMT+03:00 2018,13-Jun-2018 07:17:04.910,23.18570624,61.24292128,0.0,27.872002,136.0,0.0,9.51248169,0.24993896,2.36108398,-0.0000034,
Wed Jun 13 07:17:05 GMT+03:00 2018,13-Jun-2018 07:17:05.906,23.18570698,61.24292409,0.0,19.296001,136.0,0.0,9.51248169,0.24993896,2.36108398,-0.0000034,
Wed Jun 13 07:17:06 GMT+03:00 2018,13-Jun-2018 07:17:06.905,23.18570967,61.2429196,0.0,16.08,136.0,0.0,9.51248169,0.24993896,2.36108398,-0.0000034,
Wed Jun 13 07:17:07 GMT+03:00 2018,13-Jun-2018 07:17:07.905,23.18571515,61.24291908,0.0,15.008,136.0,0.0,9.51248169,0.24993896,2.36108398,-0.0000034,
Wed Jun 13 07:17:08 GMT+03:00 2018,13-Jun-2018 07:17:08.905,23.18572146,61.24291802,0.0,9.648001,135.0,0.0,9.42337036,-0.29212952,1.98065186,-0.01739454,
Wed Jun 13 07:17:09 GMT+03:00 2018,13-Jun-2018 07:17:09.905,23.1857256,61.24291893,0.0,8.576,134.0,0.0,9.39268494,0.24017334,2.41674805,-0.01377606,
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Wed Jun 13 07:17:11 GMT+03:00 2018,13-Jun-2018 07:17:11.828,23.18573399,61.24291463,0.0,6.432,134.0,0.0,-9.13903809,0.04881287,2.76582336,-0.00998379,
Wed Jun 13 07:17:12 GMT+03:00 2018,13-Jun-2018 07:17:12.827,23.18573257,61.24291147,0.0,6.432,135.0,0.0,-9.46656799,0.94468689,-1.44534302,-0.01851082,
Wed Jun 13 07:17:13 GMT+03:00 2018,13-Jun-2018 07:17:13.827,23.18573766,61.24290992,0.0,6.432,135.0,0.0,-8.93901062,0.43995667,4.04379272,-0.00385599,
Wed Jun 13 07:17:14 GMT+03:00 2018,13-Jun-2018 07:17:14.829,23.18574179,61.24291,0.0,5.36,135.0,0.0,-9.30963135,0.5007782,2.99700928,-0.00116032,
Wed Jun 13 07:17:15 GMT+03:00 2018,13-Jun-2018 07:17:15.831,23.18574406,61.24291015,0.0,4.288,135.0,0.0,-9.30154419,0.409729,2.58448792,-0.00104141,
