GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
Fri Aug 17 06:34:34 GMT+03:00 2018,17-Aug-2018 06:34:35.223,23.18582292,61.24299495,0.0,12.864,106.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,-,-,-,-,-
Fri Aug 17 06:34:35 GMT+03:00 2018,17-Aug-2018 06:34:36.208,23.18587878,61.24296721,0.0,12.864,112.0,0.0,352.09375,0,96.40718842,84.31372833,-,-,-,-,-,-,-,14.0,-,-,14,0,-,-,112,-,-,-,-,-
Fri Aug 17 06:34:36 GMT+03:00 2018,17-Aug-2018 06:34:37.209,23.18589868,61.24299152,0.0,6.432,110.0,0.0,352.09375,0,96.40718842,84.31372833,18,18,0,5.33169079,20,-,-,14.0,-,-,14,0,-,-,110,-,-,-,-,-
Fri Aug 17 06:34:37 GMT+03:00 2018,17-Aug-2018 06:34:38.212,23.18591561,61.24296859,0.0,5.36,111.0,0.0,352.09375,0,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,-,14,0,-,-,111,-,-,-,-,-
Fri Aug 17 06:34:38 GMT+03:00 2018,17-Aug-2018 06:34:39.207,23.1859245,61.24295622,0.0,5.36,110.0,0.0,352.09375,0,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,0,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:39 GMT+03:00 2018,17-Aug-2018 06:34:40.207,23.18593004,61.24298075,0.0,5.36,107.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,107,-,-,-,-,-
Fri Aug 17 06:34:40 GMT+03:00 2018,17-Aug-2018 06:34:41.208,23.18592763,61.24297095,0.0,5.36,108.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,108,-,-,-,-,-
Fri Aug 17 06:34:41 GMT+03:00 2018,17-Aug-2018 06:34:42.209,23.18593238,61.24296234,0.0,5.36,108.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,108,-,-,-,-,-
Fri Aug 17 06:34:42 GMT+03:00 2018,17-Aug-2018 06:34:43.210,23.18592784,61.24294336,0.0,5.36,109.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,109,-,-,-,-,-
Fri Aug 17 06:34:43 GMT+03:00 2018,17-Aug-2018 06:34:44.209,23.18592901,61.24293992,0.0,5.36,109.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,109,-,-,-,-,-
Fri Aug 17 06:34:44 GMT+03:00 2018,17-Aug-2018 06:34:45.208,23.18592454,61.24294069,0.0,5.36,110.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:45 GMT+03:00 2018,17-Aug-2018 06:34:46.210,23.18592573,61.24293963,0.0,4.288,110.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:46 GMT+03:00 2018,17-Aug-2018 06:34:47.210,23.18592785,61.24294043,0.0,4.288,110.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:47 GMT+03:00 2018,17-Aug-2018 06:34:48.210,23.18593014,61.24293834,0.0,4.288,110.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:48 GMT+03:00 2018,17-Aug-2018 06:34:49.219,23.1859336,61.24293974,0.0,3.216,110.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:49 GMT+03:00 2018,17-Aug-2018 06:34:50.213,23.18592347,61.24294153,0.0,3.216,110.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,110,-,-,-,-,-
Fri Aug 17 06:34:50 GMT+03:00 2018,17-Aug-2018 06:34:51.210,23.18591277,61.24294564,0.0,3.216,111.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,0,0,14,∞,0,-,111,-,-,-,-,-
Fri Aug 17 06:34:51 GMT+03:00 2018,17-Aug-2018 06:34:52.208,23.18590481,61.24294705,0.0,3.216,112.0,0.0,352.09375,0.63376874,96.40718842,84.31372833,18,18,0,5.36820936,20,84.31372833,11660,30,0,0,14,∞,0,-,112,-,-,-,-,-
Fri Aug 17 06:34:52 GMT+03:00 2018,17-Aug-2018 06:34:53.231,23.18589785,61.24294723,0.26,3.216,113.0,284.1,352.09375,0.63376874,96.40718842,84.31372833,18,18,0,5.36820936,20,84.31372833,11660,30,2,0,14,316.8843689,0,-,113,-,-,-,-,-
Fri Aug 17 06:34:53 GMT+03:00 2018,17-Aug-2018 06:34:54.212,23.18588124,61.24295063,1.05,3.216,113.0,291.7,350.1875,1.26753747,96.40718842,84.31372833,18,18,0,5.36820936,20,84.31372833,11660,30,2,0,14,633.76873779,0,-,113,0,0,100,-,-
Fri Aug 17 06:34:54 GMT+03:00 2018,17-Aug-2018 06:34:55.212,23.18585909,61.24295005,1.57,3.216,115.0,292.8,350.1875,1.26067495,96.40718842,84.31372833,18,18,0,5.33169079,20,84.31372833,11660,30,2,0,14,630.33746338,0,-,115,0,0,100,-,-
