GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,06-Aug-2018 17:13:44.601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:45.599,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:46.600,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,-,NaN,-,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:47.600,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:48.602,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:49.601,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:50.599,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:51.603,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:52.600,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
-,06-Aug-2018 17:13:53.599,-,-,-,-,-,-,352.09375,0,14.97006035,30.98039246,21,21,0,3.06754827,19,30.98039246,5770,30,0,0,17,NaN,0,-,-,-,-,-,-,-
