GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
Sun Oct 28 09:57:53 GMT+02:00 2018,28-Oct-2018 09:57:53.556,23.18574623,61.242879,0.0,4.288,128.0,0.0,352.09375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,-,-,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:57:54 GMT+02:00 2018,28-Oct-2018 09:57:54.554,23.18574722,61.24287649,0.0,3.216,128.0,0.0,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,-,-,-,-,-,-,-,-,0,-,-,-,-,128,-,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:57:55 GMT+02:00 2018,28-Oct-2018 09:57:55.567,23.18576447,61.24288386,0.26,3.216,126.0,20.8,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,-,-,-,-,∞,-,-,-,-,126,-,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:57:56 GMT+02:00 2018,28-Oct-2018 09:57:56.555,23.18577795,61.24289726,0.5,3.216,122.0,327.8,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,-,∞,0,-,0,-,122,-,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:57:57 GMT+02:00 2018,28-Oct-2018 09:57:57.556,23.18577979,61.24289727,0.0,3.216,121.0,0.0,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,121,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:57:58 GMT+02:00 2018,28-Oct-2018 09:57:58.557,23.18576945,61.24290802,0.0,3.216,120.0,0.0,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:57:59 GMT+02:00 2018,28-Oct-2018 09:57:59.555,23.18576963,61.24290099,0.0,3.216,120.0,0.0,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:00 GMT+02:00 2018,28-Oct-2018 09:58:00.560,23.18576964,61.24289936,0.0,3.216,121.0,0.0,352.09375,2.42944694,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,121,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:01 GMT+02:00 2018,28-Oct-2018 09:58:01.557,23.1857696,61.24289692,0.0,3.216,121.0,0.0,352.015625,2.42890787,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,121,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:02 GMT+02:00 2018,28-Oct-2018 09:58:02.555,23.18576742,61.24289544,0.0,3.216,121.0,0.0,352.015625,2.42890787,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,121,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:03 GMT+02:00 2018,28-Oct-2018 09:58:03.555,23.18576883,61.24289356,0.0,3.216,121.0,0.0,352.015625,2.42890787,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,121,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:04 GMT+02:00 2018,28-Oct-2018 09:58:04.558,23.18577071,61.24289398,0.0,3.216,121.0,0.0,352.015625,2.42890787,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,121,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:05 GMT+02:00 2018,28-Oct-2018 09:58:05.555,23.18576802,61.24289502,0.0,3.216,120.0,0.0,352.078125,2.42933917,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:06 GMT+02:00 2018,28-Oct-2018 09:58:06.555,23.18576867,61.24289682,0.0,3.216,120.0,0.0,352.078125,2.42933917,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:07 GMT+02:00 2018,28-Oct-2018 09:58:07.555,23.18577125,61.24289652,0.0,3.216,120.0,0.0,352.078125,2.42933917,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:08 GMT+02:00 2018,28-Oct-2018 09:58:08.554,23.18577007,61.24289679,0.0,3.216,120.0,0.0,352.078125,2.42933917,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:09 GMT+02:00 2018,28-Oct-2018 09:58:09.557,23.18576992,61.2428987,0.31,3.216,120.0,278.8,340.40625,5.59804201,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,120,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:10 GMT+02:00 2018,28-Oct-2018 09:58:10.557,23.18575471,61.24290092,0.85,3.216,119.0,284.4,340.40625,5.41245937,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,0,7,0.09882353,1900,9,0,1,∞,0,-,0,-,119,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:11 GMT+02:00 2018,28-Oct-2018 09:58:11.571,23.18572706,61.24290455,1.62,3.216,119.0,287.5,340.40625,5.41245937,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,5,7,0.09882353,1900,9,0,1,1082.49182129,0,-,0,-,119,85,7.63891172,-,-,-,0,-,-,10445.5859375,0
Sun Oct 28 09:58:12 GMT+02:00 2018,28-Oct-2018 09:58:12.559,23.18570123,61.2429078,1.47,3.216,118.0,294.0,340.40625,5.41245937,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,5,7,0.09882353,1900,9,0,1,1082.49182129,0,-,0,-,118,85,7.63891172,100,0,0,7,-,-,10445.5859375,0
Sun Oct 28 09:58:13 GMT+02:00 2018,28-Oct-2018 09:58:13.557,23.18566977,61.24291545,2.09,3.216,119.0,308.7,350.390625,2.94328117,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,5,7,0.09882353,1900,9,0,1,588.65625,0,-,0,-,119,85,7.63891172,100,0,0,7,-,-,10445.5859375,0
Sun Oct 28 09:58:14 GMT+02:00 2018,28-Oct-2018 09:58:14.557,23.18564126,61.24292923,2.26,3.216,119.0,335.8,350.390625,2.94328117,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,9,7,0.09882353,1900,9,0,1,327.03125,0,-,0,-,119,85,7.63891172,100,0,0,7,-,-,10445.5859375,1
Sun Oct 28 09:58:15 GMT+02:00 2018,28-Oct-2018 09:58:15.557,23.18562752,61.2429483,2.6,3.216,118.0,8.5,350.390625,2.94328117,98.80239868,85.88235474,0,5,0,3.10406661,11,85.88235474,0,30,9,7,0.09882353,1900,9,0,1,327.03125,0,-,0,-,118,85,7.63891172,100,0,0,6,3.54795313,0.00567486,10445.59179688,3
Sun Oct 28 09:58:16 GMT+02:00 2018,28-Oct-2018 09:58:16.556,23.18563237,61.24296398,2.05,3.216,118.0,28.5,351.34375,2.52967501,98.20359039,85.49019623,0,5,0.01,3.21362185,11,85.88235474,0,30,9,7,0.09882353,1900,9,0,1,281.07498169,0,-,0,-,118,85,7.67769384,100,0,0,6,3.54795313,0.00567486,10445.59179688,3
Sun Oct 28 09:58:17 GMT+02:00 2018,28-Oct-2018 09:58:17.556,23.1856187,61.24296104,0.0,3.216,118.0,0.0,351.34375,2.52967501,98.20359039,85.49019623,0,5,0.01,3.21362185,11,85.49019623,0,30,0,7,0.16156863,1900,9,0,1,∞,0,-,0,-,118,85,7.67769384,100,0,0,6,3.54795313,0.00567486,10445.59179688,4
