GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
-,11-Jun-2018 18:27:09.566,-,-,-,-,-,-,-10.21510315,-0.37290955,-0.20362854,0.04277188,
-,11-Jun-2018 18:27:10.563,-,-,-,-,-,-,-10.21510315,-0.37290955,-0.20362854,0.04277188,
Mon Jun 11 18:27:10 GMT+03:00 2018,11-Jun-2018 18:27:11.562,23.55889268,61.28394389,21.23,5.36,116.0,269.0,-10.21510315,-0.37290955,-0.20362854,0.04277188,
Mon Jun 11 18:27:12 GMT+03:00 2018,11-Jun-2018 18:27:12.563,23.55839418,61.28394117,21.09,4.288,119.0,268.8,-10.21510315,-0.37290955,-0.20362854,0.04277188,
Mon Jun 11 18:27:13 GMT+03:00 2018,11-Jun-2018 18:27:13.563,23.55797844,61.28393506,21.16,3.216,123.0,268.7,-10.21510315,-0.37290955,-0.20362854,0.04277188,
Mon Jun 11 18:27:14 GMT+03:00 2018,11-Jun-2018 18:27:14.563,23.5575766,61.28392652,21.16,3.216,124.0,268.1,-10.21510315,-0.37290955,-0.20362854,0.04277188,
Mon Jun 11 18:27:15 GMT+03:00 2018,11-Jun-2018 18:27:15.563,23.55718389,61.28392195,21.13,3.216,126.0,267.5,-9.71305847,0.6955719,0.20593262,-0.00654781,
Mon Jun 11 18:27:16 GMT+03:00 2018,11-Jun-2018 18:27:16.563,23.55678674,61.2839131,21.15,3.216,126.0,268.0,-9.47070312,-0.44665527,-0.10215759,-0.03632972,
Mon Jun 11 18:27:17 GMT+03:00 2018,11-Jun-2018 18:27:17.562,23.55638908,61.28390509,21.2,3.216,125.0,266.8,-9.58639526,0.65132141,0.38757324,0.04204557,
Mon Jun 11 18:27:18 GMT+03:00 2018,11-Jun-2018 18:27:18.563,23.55599678,61.28388646,21.11,3.216,126.0,264.2,-9.64100647,-0.11515808,0.24282837,-0.03925652,
Mon Jun 11 18:27:19 GMT+03:00 2018,11-Jun-2018 18:27:19.563,23.55560212,61.28386206,21.2,3.216,126.0,262.4,-9.79718018,-0.18919373,0.25872803,-0.01145514,
Mon Jun 11 18:27:20 GMT+03:00 2018,11-Jun-2018 18:27:20.563,23.55521094,61.28382774,21.34,3.216,126.0,259.9,-8.96940613,-0.29774475,0.03944397,-0.04497196,
Mon Jun 11 18:27:21 GMT+03:00 2018,11-Jun-2018 18:27:21.562,23.55482606,61.28378349,21.37,3.216,126.0,257.3,-10.10896301,-0.39886475,0.32751465,0.03239399,
Mon Jun 11 18:27:22 GMT+03:00 2018,11-Jun-2018 18:27:22.563,23.5544394,61.28373312,21.53,3.216,126.0,255.4,-9.79957581,-0.38449097,0.27047729,0.00066274,
Mon Jun 11 18:27:23 GMT+03:00 2018,11-Jun-2018 18:27:23.563,23.5540568,61.2836819,21.54,3.216,125.0,253.8,-9.59716797,-0.18107605,0.52967834,-0.04594067,
Mon Jun 11 18:27:24 GMT+03:00 2018,11-Jun-2018 18:27:24.564,23.5536708,61.28362284,21.59,3.216,123.0,252.2,-9.83862305,-0.04071045,0.52250671,0.00491625,
