GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
-,01-Nov-2018 19:36:32.666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11042.11914062,-
-,01-Nov-2018 19:36:33.666,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,6,0,-,-,-,-,-,21,0,-,-,-,-,-,-,11042.11914062,0
-,01-Nov-2018 19:36:34.685,-,-,-,-,-,-,352.09375,0,0.59880239,21.56862831,10,10,-,-,-,-,-,6.0,-,-,-,-,-,-,6,0,10,-,-,-,-,21,13.99909687,-,-,-,-,-,-,11042.11914062,0
Thu Nov 01 19:36:35 GMT+02:00 2018,01-Nov-2018 19:36:35.666,23.77177688,61.48728505,2.02,10.72,104.0,122.2,352.09375,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,-,-,-,-,-,6,NaN,10,-,-,-,-,21,13.99909687,-,-,-,-,-,-,11042.11914062,0
Thu Nov 01 19:36:36 GMT+02:00 2018,01-Nov-2018 19:36:36.664,23.77180987,61.48727511,2.02,13.936001,104.0,122.2,352.09375,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,-,-,104,21,13.99909687,100,0,0,-,-,-,11042.11914062,0
Thu Nov 01 19:36:37 GMT+02:00 2018,01-Nov-2018 19:36:37.666,23.77155635,61.48754141,0.0,13.936001,138.0,0.0,352.109375,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,138,21,13.99909687,48.06576538,0,51.93423462,0,-,-,11042.11914062,1
Thu Nov 01 19:36:38 GMT+02:00 2018,01-Nov-2018 19:36:38.669,23.7715956,61.48752029,0.0,8.576,135.0,0.0,352.109375,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,135,21,13.99909687,24.54320908,0,75.45678711,0,-,-,11042.11914062,2
Thu Nov 01 19:36:39 GMT+02:00 2018,01-Nov-2018 19:36:39.665,23.7716261,61.48748204,0.0,7.504,130.0,0.0,352.109375,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,130,21,13.99909687,14.71284771,0,85.28715515,0,-,-,11042.11914062,3
Thu Nov 01 19:36:40 GMT+02:00 2018,01-Nov-2018 19:36:40.667,23.77161572,61.48748648,0.47,6.432,132.0,266.1,352.109375,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,132,21,13.99909687,11.66666698,0,88.33333588,0,-,-,11042.11914062,4
Thu Nov 01 19:36:41 GMT+02:00 2018,01-Nov-2018 19:36:41.666,23.77159608,61.48749736,0.0,7.504,133.0,0.0,352.03125,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,133,21,13.99909687,9.87286472,0,90.12713623,0,-,-,11042.11914062,5
Thu Nov 01 19:36:42 GMT+02:00 2018,01-Nov-2018 19:36:42.668,23.7716086,61.4874826,0.0,7.504,130.0,0.0,352.03125,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,130,21,13.99909687,8.22575283,0,91.77424622,0,-,-,11042.11914062,6
Thu Nov 01 19:36:43 GMT+02:00 2018,01-Nov-2018 19:36:43.666,23.7716136,61.48746643,0.0,7.504,128.0,0.0,352.03125,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,128,21,13.99909687,6.68100548,0,93.31899261,0,-,-,11042.11914062,7
Thu Nov 01 19:36:44 GMT+02:00 2018,01-Nov-2018 19:36:44.665,23.77160816,61.48745734,0.0,7.504,127.0,0.0,352.03125,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,127,21,13.99909687,5.92442465,0,94.07557678,0,-,-,11042.11914062,8
Thu Nov 01 19:36:45 GMT+02:00 2018,01-Nov-2018 19:36:45.669,23.77161477,61.4874508,0.0,6.432,127.0,0.0,352,0,0.59880239,21.56862831,10,10,0,6.50028086,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,127,21,13.99909687,5.4929266,0,94.50707245,0,-,-,11042.11914062,9
Thu Nov 01 19:36:46 GMT+02:00 2018,01-Nov-2018 19:36:46.667,23.77161697,61.48743623,0.0,6.432,126.0,0.0,352,0,0.59880239,21.56862831,10,10,0,6.57331753,10,21.56862831,12950,30,0,10,10.38901997,0,0,0,6,NaN,10,-,0,-,126,21,13.99909687,4.95760584,0,95.04239655,0,-,-,11042.11914062,10
Thu Nov 01 19:36:47 GMT+02:00 2018,01-Nov-2018 19:36:47.671,23.77162254,61.48742799,0.0,6.432,125.0,0.0,352,0,0.59880239,21.56862831,10,10,0,6.57331753,10,21.56862831,12950,30,0,10,10.38901997,0,9,0,6,NaN,10,-,0,-,125,21,13.99909687,4.34934807,0,95.65065002,0,-,-,11042.11914062,11
Thu Nov 01 19:36:48 GMT+02:00 2018,01-Nov-2018 19:36:48.663,23.77162431,61.48742518,0.0,6.432,125.0,0.0,352,0,0.59880239,21.56862831,10,10,0,6.57331753,10,21.56862831,12950,30,0,10,10.38901997,0,9,0,6,NaN,10,-,0,-,125,21,13.99909687,4.07644367,0,95.92355347,0,-,-,11042.11914062,12
Thu Nov 01 19:36:49 GMT+02:00 2018,01-Nov-2018 19:36:49.666,23.77163045,61.48742297,0.0,5.36,126.0,0.0,352.09375,2.21819067,0.59880239,21.56862831,10,14,0,6.57331753,10,21.56862831,12950,30,0,10,10.38901997,0,9,0,6,∞,10,-,0,-,126,21,13.99909687,3.82101941,0,96.17897797,0,-,-,11042.11914062,13
Thu Nov 01 19:36:50 GMT+02:00 2018,01-Nov-2018 19:36:50.666,23.77163325,61.48741943,0.0,6.432,126.0,0.0,352.09375,2.21819067,0.59880239,21.56862831,10,14,0,6.57331753,10,21.56862831,12950,30,0,10,10.38901997,0,9,0,6,∞,10,-,0,-,126,21,13.99909687,3.54847932,0,96.45152283,0,-,-,11042.11914062,14
