GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
-,19-Jun-2018 07:12:30.860,-,-,-,-,-,-,-8.3584137,0.03648376,4.70031738,-0.01119944,
Tue Jun 19 07:12:31 GMT+03:00 2018,19-Jun-2018 07:12:31.853,23.18577306,61.24279188,0.0,19.296001,139.0,0.0,-8.33822632,0.03088379,4.99034119,0.00679792,
Tue Jun 19 07:12:32 GMT+03:00 2018,19-Jun-2018 07:12:32.854,23.18575251,61.24282427,0.15,13.936001,139.0,33.2,-8.72660828,1.03369141,5.78535461,0.02773534,
Tue Jun 19 07:12:33 GMT+03:00 2018,19-Jun-2018 07:12:33.867,23.18575088,61.24282646,0.0,11.792,133.0,0.0,-7.7537384,0.99316406,5.9861145,-0.00455166,
Tue Jun 19 07:12:34 GMT+03:00 2018,19-Jun-2018 07:12:34.854,23.18576145,61.24282952,0.0,10.72,132.0,0.0,-6.57116699,-0.45979309,6.61380005,-0.04788828,
Tue Jun 19 07:12:35 GMT+03:00 2018,19-Jun-2018 07:12:35.854,23.18577678,61.24282919,0.0,11.792,132.0,0.0,-5.98782349,-0.78591919,8.99551392,0.00017694,
Tue Jun 19 07:12:36 GMT+03:00 2018,19-Jun-2018 07:12:36.854,23.18579133,61.24282534,0.34,11.792,131.0,147.3,-7.1125946,3.8611908,6.07260132,-0.00782777,
Tue Jun 19 07:12:37 GMT+03:00 2018,19-Jun-2018 07:12:37.854,23.18580003,61.24282022,0.57,10.72,130.0,179.2,-7.05131531,1.64292908,6.54180908,-0.02089499,
Tue Jun 19 07:12:38 GMT+03:00 2018,19-Jun-2018 07:12:38.854,23.18580455,61.2428219,0.0,10.72,130.0,0.0,-9.78019714,2.08486938,4.256073,0.00763088,
Tue Jun 19 07:12:39 GMT+03:00 2018,19-Jun-2018 07:12:39.855,23.1858081,61.24282481,0.0,10.72,130.0,0.0,-9.38638306,-1.93936157,-1.57893372,-0.10006726,
Tue Jun 19 07:12:40 GMT+03:00 2018,19-Jun-2018 07:12:40.855,23.18580938,61.24282687,0.0,9.648001,130.0,0.0,-9.8754425,-0.04974365,-0.81324768,-0.01060889,
