GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,02-Jul-2018 16:30:31.771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:32.767,-,-,-,-,-,-,352.09375,0,6.58682632,25.49019623,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:33.769,-,-,-,-,-,-,352.09375,0,6.58682632,25.49019623,20,19,0,5.47776461,18,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:34.770,-,-,-,-,-,-,352.09375,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,-,NaN,-,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:35.768,-,-,-,-,-,-,352.09375,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,15,NaN,0,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:36.768,-,-,-,-,-,-,352.078125,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,15,NaN,0,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:37.768,-,-,-,-,-,-,352.078125,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,15,NaN,0,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:38.768,-,-,-,-,-,-,352.078125,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,15,NaN,0,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:39.769,-,-,-,-,-,-,352.09375,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,15,NaN,0,-,-,-,-,-,-,-
-,02-Jul-2018 16:30:40.768,-,-,-,-,-,-,352.09375,0,6.58682632,25.49019623,20,19,0,5.47776461,18,25.49019623,8330,30,0,0,15,NaN,0,-,-,-,-,-,-,-
