GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Sun Jun 10 12:51:00 GMT+03:00 2018,10-Jun-2018 12:51:00.199,22.91043352,61.34069714,0.0,13.936001,82.0,0.0,-7.86322021,2.45321655,4.69059753,0.04602836,
Sun Jun 10 12:51:01 GMT+03:00 2018,10-Jun-2018 12:51:01.193,22.91043376,61.34069844,0.0,8.576,82.0,0.0,-7.4756012,1.8508606,5.40438843,-0.00663944,
Sun Jun 10 12:51:02 GMT+03:00 2018,10-Jun-2018 12:51:02.193,22.91043281,61.34069928,0.0,6.432,82.0,0.0,-7.70874023,0.57936096,5.06211853,0.04884668,
Sun Jun 10 12:51:03 GMT+03:00 2018,10-Jun-2018 12:51:03.194,22.91043619,61.34070073,0.0,6.432,81.0,0.0,-7.25537109,0.73387146,5.55541992,-0.06492549,
Sun Jun 10 12:51:04 GMT+03:00 2018,10-Jun-2018 12:51:04.192,22.91043858,61.34070178,0.0,5.36,81.0,0.0,-7.25537109,0.73387146,5.55541992,-0.06492549,
Sun Jun 10 12:51:05 GMT+03:00 2018,10-Jun-2018 12:51:05.193,22.91044044,61.34070334,0.0,5.36,81.0,0.0,-7.25537109,0.73387146,5.55541992,-0.06492549,
Sun Jun 10 12:51:06 GMT+03:00 2018,10-Jun-2018 12:51:06.194,22.91044104,61.34070419,0.0,4.288,81.0,0.0,-7.25537109,0.73387146,5.55541992,-0.06492549,
Sun Jun 10 12:51:07 GMT+03:00 2018,10-Jun-2018 12:51:07.194,22.91044116,61.34070475,0.0,4.288,81.0,0.0,-8.20303345,0.37992859,5.0639801,-0.00818049,
Sun Jun 10 12:51:08 GMT+03:00 2018,10-Jun-2018 12:51:08.193,22.91044161,61.34070533,0.0,4.288,81.0,0.0,-8.22036743,0.21446228,4.96408081,-0.0202859,
Sun Jun 10 12:51:09 GMT+03:00 2018,10-Jun-2018 12:51:09.194,22.91044215,61.34070553,0.0,4.288,81.0,0.0,-8.17741394,0.05377197,5.28353882,-0.00820389,
Sun Jun 10 12:51:10 GMT+03:00 2018,10-Jun-2018 12:51:10.195,22.91044248,61.34070554,0.0,4.288,81.0,0.0,-8.17431641,0.18223572,5.27435303,-0.0080705,
Sun Jun 10 12:51:11 GMT+03:00 2018,10-Jun-2018 12:51:11.192,22.91044273,61.34070559,0.0,4.288,81.0,0.0,-8.35287476,0.06518555,5.4697876,0.01838046,
Sun Jun 10 12:51:12 GMT+03:00 2018,10-Jun-2018 12:51:12.192,22.91044282,61.34070558,0.0,4.288,81.0,0.0,-7.58491516,0.60639954,5.64813232,-0.00724786,
Sun Jun 10 12:51:13 GMT+03:00 2018,10-Jun-2018 12:51:13.194,22.91044288,61.34070558,0.0,4.288,81.0,0.0,-6.89518738,0.38233948,6.96440125,-0.0066261,
