GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,29-Jun-2018 06:57:52.540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Fri Jun 29 06:57:53 GMT+03:00 2018,29-Jun-2018 06:57:53.532,23.18582423,61.24299942,0.0,12.864,101.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Fri Jun 29 06:57:54 GMT+03:00 2018,29-Jun-2018 06:57:54.533,23.18585722,61.24288991,0.0,6.432,122.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,-,∞,-,-,122,-,-,-,-,-
Fri Jun 29 06:57:55 GMT+03:00 2018,29-Jun-2018 06:57:55.541,23.18584763,61.24289006,0.0,6.432,122.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,122,-,-,-,-,-
Fri Jun 29 06:57:56 GMT+03:00 2018,29-Jun-2018 06:57:56.534,23.18586099,61.24288838,0.0,6.432,123.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,123,-,-,-,-,-
Fri Jun 29 06:57:57 GMT+03:00 2018,29-Jun-2018 06:57:57.533,23.1858523,61.24288514,0.0,5.36,122.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,122,-,-,-,-,-
Fri Jun 29 06:57:58 GMT+03:00 2018,29-Jun-2018 06:57:58.535,23.18584112,61.24287195,0.0,5.36,123.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,123,-,-,-,-,-
Fri Jun 29 06:57:59 GMT+03:00 2018,29-Jun-2018 06:57:59.537,23.18584209,61.24286252,0.0,5.36,125.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,125,-,-,-,-,-
Fri Jun 29 06:58:00 GMT+03:00 2018,29-Jun-2018 06:58:00.533,23.18584188,61.24287046,0.0,5.36,124.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,124,-,-,-,-,-
Fri Jun 29 06:58:01 GMT+03:00 2018,29-Jun-2018 06:58:01.533,23.18583141,61.24286822,0.0,5.36,124.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,124,-,-,-,-,-
Fri Jun 29 06:58:02 GMT+03:00 2018,29-Jun-2018 06:58:02.533,23.18582486,61.24287474,0.0,4.288,124.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,124,-,-,-,-,-
Fri Jun 29 06:58:03 GMT+03:00 2018,29-Jun-2018 06:58:03.532,23.18581514,61.24288172,0.0,4.288,122.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,122,-,-,-,-,-
Fri Jun 29 06:58:04 GMT+03:00 2018,29-Jun-2018 06:58:04.537,23.18582231,61.24287652,0.0,4.288,124.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,124,-,-,-,-,-
Fri Jun 29 06:58:05 GMT+03:00 2018,29-Jun-2018 06:58:05.532,23.18582321,61.24287739,0.0,4.288,124.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,124,-,-,-,-,-
Fri Jun 29 06:58:06 GMT+03:00 2018,29-Jun-2018 06:58:06.532,23.18582341,61.24287739,0.0,4.288,124.0,0.0,352.09375,0.5281406,100.59880066,87.05882263,19,22,0,6.57331753,19,87.05882263,12850,30,0,0,13,∞,0,-,124,-,-,-,-,-
