GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,27-Aug-2018 07:07:13.176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,27-Aug-2018 07:07:14.170,-,-,-,-,-,-,352.09375,0,96.40718842,84.31372833,11,16,0,0.83992392,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Mon Aug 27 07:07:14 GMT+03:00 2018,27-Aug-2018 07:07:15.171,23.18583383,61.24295628,0.0,13.936001,134.0,0.0,352.09375,0,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,-,0,-,-,-,-,-,-,-,-
Mon Aug 27 07:07:15 GMT+03:00 2018,27-Aug-2018 07:07:16.173,23.18581974,61.24294959,0.0,12.864,138.0,0.0,352.09375,4.11949682,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,-,-,-,-,-,-
Mon Aug 27 07:07:16 GMT+03:00 2018,27-Aug-2018 07:07:17.176,23.18580246,61.24294282,0.0,7.504,138.0,0.0,352.09375,4.11949682,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,138,-,-,-,-,-
Mon Aug 27 07:07:17 GMT+03:00 2018,27-Aug-2018 07:07:18.173,23.18578589,61.24291917,0.0,4.288,139.0,0.0,352.09375,4.11949682,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,139,-,-,-,-,-
Mon Aug 27 07:07:18 GMT+03:00 2018,27-Aug-2018 07:07:19.176,23.18577723,61.24290798,0.0,4.288,139.0,0.0,352.09375,3.9082408,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,139,-,-,-,-,-
Mon Aug 27 07:07:19 GMT+03:00 2018,27-Aug-2018 07:07:20.171,23.18578241,61.24291785,0.0,4.288,138.0,0.0,352.09375,3.9082408,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,138,-,-,-,-,-
Mon Aug 27 07:07:20 GMT+03:00 2018,27-Aug-2018 07:07:21.172,23.18578662,61.24291446,0.0,3.216,137.0,0.0,352.09375,3.9082408,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,137,-,-,-,-,-
Mon Aug 27 07:07:21 GMT+03:00 2018,27-Aug-2018 07:07:22.176,23.18578758,61.24290862,0.0,3.216,136.0,0.0,352.09375,5.91517496,96.40718842,84.31372833,11,16,0,0.83992392,13,84.31372833,19750,30,0,0,7,∞,0,-,136,-,-,-,-,-
