GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Mon Jun 18 07:20:04 GMT+03:00 2018,18-Jun-2018 07:20:05.089,23.18587491,61.24293117,0.0,12.864,119.0,0.0,-9.00112915,0.21177673,2.95973206,0.00596695,
Mon Jun 18 07:20:05 GMT+03:00 2018,18-Jun-2018 07:20:06.089,23.18587713,61.24293681,0.0,10.72,119.0,0.0,-9.27609253,-0.01545715,3.59764099,0.00133401,
Mon Jun 18 07:20:06 GMT+03:00 2018,18-Jun-2018 07:20:07.098,23.18587358,61.24294377,0.0,10.72,119.0,0.0,-9.22619629,0.0657196,3.29930115,-0.00367119,
Mon Jun 18 07:20:07 GMT+03:00 2018,18-Jun-2018 07:20:08.089,23.18586882,61.24294085,0.0,11.792,120.0,0.0,-9.25213623,-0.04951477,2.40802002,0.00023464,
Mon Jun 18 07:20:08 GMT+03:00 2018,18-Jun-2018 07:20:09.089,23.18587089,61.24293507,0.0,10.72,121.0,0.0,-9.25213623,-0.04951477,2.40802002,0.00023464,
Mon Jun 18 07:20:09 GMT+03:00 2018,18-Jun-2018 07:20:10.089,23.18587468,61.24293176,0.0,8.576,120.0,0.0,-9.25213623,-0.04951477,2.40802002,0.00023464,
Mon Jun 18 07:20:10 GMT+03:00 2018,18-Jun-2018 07:20:11.089,23.18587177,61.24293625,0.0,6.432,120.0,0.0,-9.25213623,-0.04951477,2.40802002,0.00023464,
Mon Jun 18 07:20:11 GMT+03:00 2018,18-Jun-2018 07:20:12.094,23.18587543,61.242936,0.0,6.432,120.0,0.0,-6.49745178,1.8984375,3.46806335,-0.07018305,
Mon Jun 18 07:20:12 GMT+03:00 2018,18-Jun-2018 07:20:13.090,23.18587608,61.24293266,0.0,5.36,120.0,0.0,-11.21365356,2.85617065,4.77111816,0.16083167,
Mon Jun 18 07:20:13 GMT+03:00 2018,18-Jun-2018 07:20:14.089,23.18587906,61.24293234,0.0,5.36,120.0,0.0,-7.06314087,10.23468018,5.14053345,0.12117411,
Mon Jun 18 07:20:14 GMT+03:00 2018,18-Jun-2018 07:20:15.090,23.18588308,61.24293093,0.0,5.36,120.0,0.0,-9.29956055,-1.52076721,6.07051086,0.10026937,
Mon Jun 18 07:20:15 GMT+03:00 2018,18-Jun-2018 07:20:16.089,23.18587592,61.24293062,0.0,4.288,120.0,0.0,-10.07669067,1.23669434,-0.60557556,0.03730863,
Mon Jun 18 07:20:16 GMT+03:00 2018,18-Jun-2018 07:20:17.089,23.18587623,61.24293028,0.0,4.288,120.0,0.0,-8.69772339,0.18418884,-0.93890381,0.04124747,
Mon Jun 18 07:20:17 GMT+03:00 2018,18-Jun-2018 07:20:18.089,23.1858762,61.24293,0.0,3.216,120.0,0.0,-9.71907043,0.1696167,-0.64903259,0.01329288,
Mon Jun 18 07:20:18 GMT+03:00 2018,18-Jun-2018 07:20:19.089,23.18587621,61.24292988,0.0,3.216,120.0,0.0,-9.32255554,-0.57281494,-0.53759766,0.00026397,
Mon Jun 18 07:20:19 GMT+03:00 2018,18-Jun-2018 07:20:20.089,23.18587621,61.24292974,0.0,3.216,120.0,0.0,-10.09814453,-1.09590149,-1.84307861,0.01323901,
Mon Jun 18 07:20:20 GMT+03:00 2018,18-Jun-2018 07:20:21.088,23.18587616,61.24292967,0.0,3.216,120.0,0.0,-9.79891968,0.34736633,-0.53578186,0.00477587,
Mon Jun 18 07:20:21 GMT+03:00 2018,18-Jun-2018 07:20:22.089,23.1858764,61.24292945,0.0,3.216,120.0,0.0,-9.93998718,-0.12367249,-0.42160034,0.00253814,
Mon Jun 18 07:20:22 GMT+03:00 2018,18-Jun-2018 07:20:23.089,23.18587641,61.2429294,0.0,3.216,120.0,0.0,-12.73118591,-0.0532074,-3.16737366,0.04535617,
Mon Jun 18 07:20:23 GMT+03:00 2018,18-Jun-2018 07:20:24.089,23.18588753,61.24292618,0.0,3.216,121.0,0.0,-9.92152405,-0.25883484,-0.91183472,-0.0024484,
Mon Jun 18 07:20:24 GMT+03:00 2018,18-Jun-2018 07:20:25.091,23.18589201,61.2429163,0.0,3.216,121.0,0.0,-9.78620911,0.11103821,-0.6529541,-0.00057341,
Mon Jun 18 07:20:25 GMT+03:00 2018,18-Jun-2018 07:20:26.089,23.18588907,61.24291072,0.0,3.216,120.0,0.0,-9.76922607,-0.07313538,-0.69081116,-0.00101471,
Mon Jun 18 07:20:26 GMT+03:00 2018,18-Jun-2018 07:20:27.089,23.18589487,61.24291104,0.0,3.216,120.0,0.0,-9.77740479,0.00701904,-0.7089386,-0.00041099,
Mon Jun 18 07:20:27 GMT+03:00 2018,18-Jun-2018 07:20:28.089,23.18590312,61.24291372,0.0,3.216,120.0,0.0,-9.7673645,-0.0111084,-0.70837402,0.00025459,
Mon Jun 18 07:20:28 GMT+03:00 2018,18-Jun-2018 07:20:29.089,23.18591032,61.24291442,0.0,3.216,119.0,0.0,-9.80403137,-0.04148865,-0.67733765,0.00235945,
Mon Jun 18 07:20:29 GMT+03:00 2018,18-Jun-2018 07:20:30.090,23.1859146,61.24291526,0.0,3.216,119.0,0.0,-9.79753113,-0.00610352,-0.67475891,0.00056696,
Mon Jun 18 07:20:30 GMT+03:00 2018,18-Jun-2018 07:20:31.090,23.18592007,61.24291659,0.0,3.216,120.0,0.0,-9.7865448,-0.01690674,-0.7223053,0.0015328,
Mon Jun 18 07:20:31 GMT+03:00 2018,18-Jun-2018 07:20:32.089,23.18591646,61.2429163,0.0,3.216,120.0,0.0,-9.77850342,-0.05705261,-0.71627808,-0.0001421,
Mon Jun 18 07:20:32 GMT+03:00 2018,18-Jun-2018 07:20:33.089,23.18591984,61.24291661,0.0,3.216,120.0,0.0,-9.7681427,-0.01937866,-0.71153259,-0.0005426,
Mon Jun 18 07:20:33 GMT+03:00 2018,18-Jun-2018 07:20:34.090,23.18592,61.2429152,0.0,3.216,120.0,0.0,-9.79377747,-0.03851318,-0.72715759,-0.00027618,
Mon Jun 18 07:20:34 GMT+03:00 2018,18-Jun-2018 07:20:35.095,23.18591771,61.24291224,0.0,3.216,120.0,0.0,-9.78701782,-0.00967407,-0.68907166,-0.00010471,
Mon Jun 18 07:20:35 GMT+03:00 2018,18-Jun-2018 07:20:36.089,23.18591712,61.24291054,0.0,3.216,120.0,0.0,-9.7640686,-0.05003357,-0.71669006,-0.00059046,
Mon Jun 18 07:20:36 GMT+03:00 2018,18-Jun-2018 07:20:37.089,23.18591626,61.24290964,0.0,3.216,120.0,0.0,-9.76618958,-0.02529907,-0.72720337,-0.00112987,
Mon Jun 18 07:20:37 GMT+03:00 2018,18-Jun-2018 07:20:38.089,23.18591487,61.24290867,0.0,3.216,120.0,0.0,-9.76646423,-0.0369873,-0.72624207,0.00005609,
Mon Jun 18 07:20:38 GMT+03:00 2018,18-Jun-2018 07:20:39.089,23.185914,61.24290806,0.0,3.216,120.0,0.0,-9.78781128,0.04498291,-0.73590088,0.00106733,
Mon Jun 18 07:20:39 GMT+03:00 2018,18-Jun-2018 07:20:40.089,23.18591256,61.24290718,0.0,3.216,120.0,0.0,-9.89331055,0.0748291,-0.73287964,-0.00776737,
Mon Jun 18 07:20:40 GMT+03:00 2018,18-Jun-2018 07:20:41.089,23.18591181,61.24290672,0.0,3.216,120.0,0.0,-9.73797607,0.02282715,-0.66079712,-0.00447971,
Mon Jun 18 07:20:41 GMT+03:00 2018,18-Jun-2018 07:20:42.089,23.18591139,61.24290653,0.0,3.216,120.0,0.0,-9.82637024,-0.16914368,-0.75109863,-0.00004565,
Mon Jun 18 07:20:42 GMT+03:00 2018,18-Jun-2018 07:20:43.089,23.18591116,61.24290641,0.0,3.216,120.0,0.0,-9.78782654,0.04484558,-0.67790222,-0.00076172,
Mon Jun 18 07:20:43 GMT+03:00 2018,18-Jun-2018 07:20:44.089,23.18591101,61.2429063,0.0,3.216,120.0,0.0,-9.78013611,-0.04536438,-0.70014954,-0.00019349,
Mon Jun 18 07:20:44 GMT+03:00 2018,18-Jun-2018 07:20:45.089,23.18591091,61.24290626,0.0,3.216,120.0,0.0,-9.79150391,0.00971985,-0.68664551,-0.00059582,
Mon Jun 18 07:20:45 GMT+03:00 2018,18-Jun-2018 07:20:46.089,23.18591077,61.24290622,0.0,3.216,120.0,0.0,-9.79530334,-0.09547424,-0.63975525,-0.00007255,
Mon Jun 18 07:20:46 GMT+03:00 2018,18-Jun-2018 07:20:47.089,23.18591079,61.24290618,0.0,3.216,120.0,0.0,-9.71252441,-0.02453613,-0.66642761,0.0029906,
Mon Jun 18 07:20:47 GMT+03:00 2018,18-Jun-2018 07:20:48.091,23.18591072,61.24290623,0.0,3.216,120.0,0.0,-9.79481506,-0.0322876,-0.71794128,0.00126194,
Mon Jun 18 07:20:48 GMT+03:00 2018,18-Jun-2018 07:20:49.088,23.18591065,61.24290617,0.0,3.216,120.0,0.0,-9.79020691,-0.0297699,-0.71220398,0.00120085,
Mon Jun 18 07:20:49 GMT+03:00 2018,18-Jun-2018 07:20:50.089,23.18591058,61.24290614,0.0,3.216,120.0,0.0,-9.77937317,0.00369263,-0.70368958,-0.00006798,
Mon Jun 18 07:20:50 GMT+03:00 2018,18-Jun-2018 07:20:51.090,23.18591048,61.24290607,0.0,3.216,120.0,0.0,-9.76875305,-0.04458618,-0.70735168,-0.0013795,
Mon Jun 18 07:20:51 GMT+03:00 2018,18-Jun-2018 07:20:52.098,23.1859105,61.24290602,0.0,3.216,120.0,0.0,-9.75822449,-0.01330566,-0.71556091,-0.00117098,
Mon Jun 18 07:20:52 GMT+03:00 2018,18-Jun-2018 07:20:53.090,23.18591046,61.24290599,0.0,3.216,120.0,0.0,-9.76434326,-0.02293396,-0.71598816,-0.00078005,
Mon Jun 18 07:20:53 GMT+03:00 2018,18-Jun-2018 07:20:54.098,23.18591042,61.24290593,0.0,3.216,120.0,0.0,-9.76992798,-0.0262146,-0.71989441,-0.00080466,
Mon Jun 18 07:20:54 GMT+03:00 2018,18-Jun-2018 07:20:55.089,23.18591037,61.24290596,0.0,3.216,120.0,0.0,-9.96617126,-0.12394714,0.41191101,-0.00543194,
Mon Jun 18 07:20:55 GMT+03:00 2018,18-Jun-2018 07:20:56.089,23.18591036,61.24290595,0.0,3.216,120.0,0.0,-9.94725037,-0.61888123,-0.05111694,-0.00317701,
