GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,28-Jun-2018 06:52:40.686,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,28-Jun-2018 06:52:41.669,-,-,-,-,-,-,352.078125,0,101.19760132,87.45098114,16,15,0,7.08457565,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Thu Jun 28 06:52:41 GMT+03:00 2018,28-Jun-2018 06:52:42.664,23.18574972,61.24294578,0.2,23.584,108.0,49.9,352.078125,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,-,0,-,-,-,-,-,-,-,-
Thu Jun 28 06:52:42 GMT+03:00 2018,28-Jun-2018 06:52:43.665,23.18570717,61.2429319,0.57,17.152,102.0,49.9,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,10,NaN,0,-,-,-,-,-,-,-
Thu Jun 28 06:52:43 GMT+03:00 2018,28-Jun-2018 06:52:44.663,23.18566262,61.24298362,0.0,17.152,109.0,0.0,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,10,NaN,0,-,109,-,-,-,-,-
Thu Jun 28 06:52:44 GMT+03:00 2018,28-Jun-2018 06:52:45.671,23.18584135,61.24291753,0.0,8.576,120.0,0.0,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,10,NaN,0,-,120,-,-,-,-,-
Thu Jun 28 06:52:46 GMT+03:00 2018,28-Jun-2018 06:52:46.672,23.1857714,61.24292206,0.0,6.432,121.0,0.0,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,11,NaN,0,-,121,-,-,-,-,-
Thu Jun 28 06:52:47 GMT+03:00 2018,28-Jun-2018 06:52:47.665,23.18578955,61.24292237,0.0,7.504,120.0,0.0,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,11,NaN,0,-,120,-,-,-,-,-
Thu Jun 28 06:52:48 GMT+03:00 2018,28-Jun-2018 06:52:48.672,23.18581327,61.24290537,0.0,7.504,122.0,0.0,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,11,NaN,0,-,122,-,-,-,-,-
Thu Jun 28 06:52:49 GMT+03:00 2018,28-Jun-2018 06:52:49.670,23.18581142,61.24291153,0.0,5.36,123.0,0.0,352.09375,0,101.19760132,87.45098114,16,15,0,7.08457565,19,87.45098114,13250,30,0,0,10,NaN,0,-,123,-,-,-,-,-
