GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Sat Jun 09 15:05:42 GMT+03:00 2018,09-Jun-2018 15:05:41.569,23.18584342,61.2428758,0.0,8.576,118.0,0.0,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:43 GMT+03:00 2018,09-Jun-2018 15:05:42.567,23.18584345,61.24287639,0.0,7.504,118.0,0.0,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:44 GMT+03:00 2018,09-Jun-2018 15:05:43.567,23.18590411,61.24287213,0.67,6.432,120.0,108.8,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:45 GMT+03:00 2018,09-Jun-2018 15:05:44.569,23.18592203,61.24286098,0.0,4.288,120.0,0.0,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:46 GMT+03:00 2018,09-Jun-2018 15:05:45.569,23.18592776,61.24286658,0.0,4.288,120.0,0.0,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:47 GMT+03:00 2018,09-Jun-2018 15:05:46.568,23.1859245,61.24286549,0.16,4.288,120.0,90.7,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:48 GMT+03:00 2018,09-Jun-2018 15:05:47.567,23.18592048,61.24286632,0.51,3.216,121.0,351.4,8.76512146,0.69332886,4.84570312,0.02005867,
Sat Jun 09 15:05:49 GMT+03:00 2018,09-Jun-2018 15:05:48.567,23.18589436,61.2428541,0.0,4.288,122.0,0.0,10.00979614,0.5642395,3.47966003,-0.00118264,
Sat Jun 09 15:05:50 GMT+03:00 2018,09-Jun-2018 15:05:49.569,23.18588658,61.24285151,0.0,4.288,121.0,0.0,9.38340759,1.09614563,1.26824951,-0.00920441,
Sat Jun 09 15:05:51 GMT+03:00 2018,09-Jun-2018 15:05:50.566,23.1858789,61.24285072,0.0,4.288,121.0,0.0,9.56689453,0.80764771,1.58374023,-0.00750971,
Sat Jun 09 15:05:52 GMT+03:00 2018,09-Jun-2018 15:05:51.567,23.18587046,61.24285038,0.0,4.288,122.0,0.0,11.36595154,2.06829834,2.37710571,0.01873801,
Sat Jun 09 15:05:53 GMT+03:00 2018,09-Jun-2018 15:05:52.566,23.18586508,61.24285342,0.39,5.36,122.0,346.4,8.34602356,-0.14225769,4.97427368,0.00271205,
Sat Jun 09 15:05:54 GMT+03:00 2018,09-Jun-2018 15:05:53.566,23.18585788,61.24285274,0.0,4.288,122.0,0.0,9.88780212,1.31838989,1.71337891,0.03231829,
Sat Jun 09 15:05:55 GMT+03:00 2018,09-Jun-2018 15:05:54.568,23.18586104,61.2428551,0.37,5.36,124.0,356.1,10.64700317,1.77957153,5.69683838,0.00741607,
Sat Jun 09 15:05:56 GMT+03:00 2018,09-Jun-2018 15:05:55.566,23.18586516,61.24285176,0.15,4.288,126.0,353.0,7.30805969,0.62861633,6.23422241,-0.00875443,
