GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
Mon Aug 20 07:09:46 GMT+03:00 2018,20-Aug-2018 07:09:48.065,23.18573922,61.24274389,1.09,8.576,170.0,265.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mon Aug 20 07:09:47 GMT+03:00 2018,20-Aug-2018 07:09:49.058,23.18583594,61.2428511,0.0,5.36,144.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,12,-,-,-,-,-,-,-,-,-,-,0,-,-,144,-,-,-,-,-
Mon Aug 20 07:09:48 GMT+03:00 2018,20-Aug-2018 07:09:50.058,23.18578692,61.2428348,0.0,7.504,150.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,-,9,0,-,-,150,-,-,-,-,-
Mon Aug 20 07:09:48 GMT+03:00 2018,20-Aug-2018 07:09:51.060,23.18578692,61.2428348,0.0,7.504,150.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,150,-,-,-,-,-
Mon Aug 20 07:09:50 GMT+03:00 2018,20-Aug-2018 07:09:52.060,23.18582328,61.24283113,0.0,4.288,144.0,0.0,352.09375,0.42251253,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,144,-,-,-,-,-
Mon Aug 20 07:09:51 GMT+03:00 2018,20-Aug-2018 07:09:53.059,23.18584254,61.24283519,0.19,3.216,141.0,97.2,352.09375,0.42251253,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,141,-,-,-,-,-
Mon Aug 20 07:09:52 GMT+03:00 2018,20-Aug-2018 07:09:54.059,23.18587117,61.24281,0.27,3.216,155.0,339.6,352.09375,0.42251253,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,155,-,-,-,-,-
Mon Aug 20 07:09:53 GMT+03:00 2018,20-Aug-2018 07:09:55.059,23.18583962,61.24281966,0.17,3.216,148.0,353.7,352.0625,0.42247501,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,148,-,-,-,-,-
Mon Aug 20 07:09:54 GMT+03:00 2018,20-Aug-2018 07:09:56.059,23.1858438,61.24281241,0.0,3.216,146.0,0.0,352.0625,0.42247501,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,146,-,-,-,-,-
Mon Aug 20 07:09:55 GMT+03:00 2018,20-Aug-2018 07:09:57.059,23.18584579,61.24281051,0.0,3.216,143.0,0.0,352.0625,0.42247501,97.00598907,84.70587921,12,15,0,4.82043314,14,84.70587921,12320,30,0,0,9,∞,0,-,143,-,-,-,-,-
