GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
Tue Nov 13 19:31:55 GMT+02:00 2018,13-Nov-2018 19:31:56.923,23.77170458,61.48740676,0.0,11.792,136.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136,-,-,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:31:56 GMT+02:00 2018,13-Nov-2018 19:31:57.912,23.77170425,61.48740364,0.0,10.72,136.0,0.0,352.09375,3.274472,-5.98802376,17.25490189,20,23,0,-,-,-,-,-,-,-,-,-,-,-,-,0,20,-,-,-,136,-,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:31:57 GMT+02:00 2018,13-Nov-2018 19:31:58.912,23.77170286,61.48739944,0.0,9.648001,134.0,0.0,352.09375,3.274472,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,-,-,-,6,∞,20,-,-,-,134,-,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:31:58 GMT+02:00 2018,13-Nov-2018 19:31:59.914,23.77170555,61.48739969,0.0,8.576,132.0,0.0,352.09375,3.274472,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,609,9,0,6,∞,20,-,0,-,132,-,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:31:59 GMT+02:00 2018,13-Nov-2018 19:32:00.919,23.77164241,61.48733331,0.25,9.648001,113.0,354.6,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,609,9,0,6,∞,20,-,0,-,113,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:32:00 GMT+02:00 2018,13-Nov-2018 19:32:01.914,23.77160323,61.48733156,0.0,10.72,111.0,0.0,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,609,9,0,6,∞,20,-,0,-,111,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:32:01 GMT+02:00 2018,13-Nov-2018 19:32:02.918,23.77161126,61.48732875,0.0,9.648001,108.0,0.0,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,400,9,0,6,∞,20,-,0,-,108,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:32:02 GMT+02:00 2018,13-Nov-2018 19:32:03.914,23.77163241,61.4873338,0.0,9.648001,110.0,0.0,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,400,9,0,6,∞,20,-,0,-,110,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:32:03 GMT+02:00 2018,13-Nov-2018 19:32:04.918,23.77164026,61.48733105,0.0,9.648001,109.0,0.0,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,400,9,0,6,∞,20,-,0,-,109,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:32:04 GMT+02:00 2018,13-Nov-2018 19:32:05.916,23.77164832,61.48734982,0.0,8.576,114.0,0.0,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,400,9,0,6,∞,20,-,0,-,114,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
Tue Nov 13 19:32:05 GMT+02:00 2018,13-Nov-2018 19:32:06.913,23.77164722,61.48736116,0.0,8.576,116.0,0.0,352.09375,2.85195947,-5.98802376,17.25490189,20,23,0,4.60132217,10,17.25490189,12640,30,0,16,11.079216,400,9,0,6,∞,20,-,0,-,116,17,14.42569542,-,-,-,0,-,-,11966.56054688,0
