GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
-,14-Jun-2018 17:26:17.088,-,-,-,-,-,-,-8.89332581,0.42280579,4.48458862,0.01502113,
-,14-Jun-2018 17:26:18.088,-,-,-,-,-,-,-8.9548645,-1.00468445,3.51374817,-0.06656832,
-,14-Jun-2018 17:26:19.088,-,-,-,-,-,-,-9.04797363,0.05393982,3.98561096,-0.00322921,
-,14-Jun-2018 17:26:20.088,-,-,-,-,-,-,-8.64141846,0.04994202,4.69329834,-0.01280301,
-,14-Jun-2018 17:26:21.088,-,-,-,-,-,-,-8.60771179,-0.20103455,4.38568115,-0.01135208,
-,14-Jun-2018 17:26:22.088,-,-,-,-,-,-,-8.75737,-0.09700012,4.89512634,-0.00321628,
-,14-Jun-2018 17:26:23.088,-,-,-,-,-,-,-8.49172974,0.93963623,5.50921631,0.01556936,
-,14-Jun-2018 17:26:24.088,-,-,-,-,-,-,-4.29608154,2.73576355,4.4868927,-0.30750656,
-,14-Jun-2018 17:26:25.088,-,-,-,-,-,-,-7.87733459,0.31451416,5.6338501,0.00202109,
-,14-Jun-2018 17:26:26.088,-,-,-,-,-,-,-7.61503601,-0.71069336,7.08222961,0.00060549,
-,14-Jun-2018 17:26:27.088,-,-,-,-,-,-,-6.72926331,-0.24536133,6.39891052,-0.01760211,
-,14-Jun-2018 17:26:28.088,-,-,-,-,-,-,-6.94737244,-0.56892395,7.05731201,0.06085472,
-,14-Jun-2018 17:26:29.088,-,-,-,-,-,-,-6.74798584,0.05610657,7.63430786,0.02679516,
-,14-Jun-2018 17:26:30.088,-,-,-,-,-,-,-9.98623657,1.80403137,1.1207428,0.06868264,
-,14-Jun-2018 17:26:31.088,-,-,-,-,-,-,-8.49633789,-1.2086792,-1.27316284,0.02480079,
-,14-Jun-2018 17:26:32.088,-,-,-,-,-,-,-9.75463867,0.44821167,-0.32778931,0.00464879,
-,14-Jun-2018 17:26:33.089,-,-,-,-,-,-,-9.89385986,0.50234985,0.75570679,0.01335818,
-,14-Jun-2018 17:26:34.088,-,-,-,-,-,-,-9.83813477,-0.20677185,-0.366745,-0.00084048,
-,14-Jun-2018 17:26:35.088,-,-,-,-,-,-,-9.74272156,0.11424255,-0.35168457,-0.00322493,
-,14-Jun-2018 17:26:36.088,-,-,-,-,-,-,-9.83534241,0.66731262,-0.04627991,0.00567242,
-,14-Jun-2018 17:26:37.088,-,-,-,-,-,-,-9.7489624,0.06738281,-0.67962646,-0.00134006,
-,14-Jun-2018 17:26:38.089,-,-,-,-,-,-,-9.8177948,0.23756409,-0.38500977,0.00030457,
-,14-Jun-2018 17:26:39.089,-,-,-,-,-,-,-9.80969238,0.21878052,-0.37335205,0.0011753,
-,14-Jun-2018 17:26:40.088,-,-,-,-,-,-,-9.80247498,0.03636169,-0.33729553,-0.00010155,
-,14-Jun-2018 17:26:41.088,-,-,-,-,-,-,-9.77462769,0.09873962,-0.26138306,-0.00173714,
-,14-Jun-2018 17:26:42.088,-,-,-,-,-,-,-9.75009155,0.16777039,-0.32847595,-0.00481933,
-,14-Jun-2018 17:26:43.088,-,-,-,-,-,-,-9.76139832,0.10083008,-0.32295227,-0.00199234,
-,14-Jun-2018 17:26:44.088,-,-,-,-,-,-,-9.78640747,0.10490417,-0.3039856,-0.00158822,
-,14-Jun-2018 17:26:45.088,-,-,-,-,-,-,-9.79220581,0.13514709,-0.27481079,-0.0017341,
-,14-Jun-2018 17:26:46.088,-,-,-,-,-,-,-9.77955627,0.18159485,-0.17481995,-0.00374454,
-,14-Jun-2018 17:26:47.089,-,-,-,-,-,-,-9.78234863,0.17680359,-0.26318359,-0.00171846,
-,14-Jun-2018 17:26:48.088,-,-,-,-,-,-,-9.81871033,0.13490295,-0.29992676,-0.00106147,
-,14-Jun-2018 17:26:49.089,-,-,-,-,-,-,-9.82427979,0.17372131,-0.25006104,-0.0000248,
-,14-Jun-2018 17:26:50.088,-,-,-,-,-,-,-9.81150818,0.24766541,-0.28240967,-0.00141976,
-,14-Jun-2018 17:26:51.089,-,-,-,-,-,-,-9.79115295,0.16397095,-0.28674316,-0.00019842,
-,14-Jun-2018 17:26:52.089,-,-,-,-,-,-,-9.76150513,0.19656372,-0.27575684,-0.00247213,
-,14-Jun-2018 17:26:53.091,-,-,-,-,-,-,-9.77627563,0.20553589,-0.29005432,-0.00180649,
-,14-Jun-2018 17:26:54.088,-,-,-,-,-,-,-9.77987671,0.21644592,-0.27410889,-0.00175417,
-,14-Jun-2018 17:26:55.089,-,-,-,-,-,-,-9.79052734,0.2157135,-0.24447632,-0.00108918,
-,14-Jun-2018 17:26:56.089,-,-,-,-,-,-,-9.78027344,0.20635986,-0.25993347,-0.00173849,
-,14-Jun-2018 17:26:57.091,-,-,-,-,-,-,-9.77365112,0.20690918,-0.25602722,-0.00240456,
-,14-Jun-2018 17:26:58.089,-,-,-,-,-,-,-9.78913879,0.22561646,-0.27438354,-0.00105657,
-,14-Jun-2018 17:26:59.088,-,-,-,-,-,-,-9.77746582,0.21124268,-0.28555298,-0.00189955,
-,14-Jun-2018 17:27:00.090,-,-,-,-,-,-,-9.78918457,0.23753357,-0.28820801,-0.00095518,
-,14-Jun-2018 17:27:01.089,-,-,-,-,-,-,-9.78555298,0.2227478,-0.27462769,-0.00068538,
-,14-Jun-2018 17:27:02.088,-,-,-,-,-,-,-9.78263855,0.23652649,-0.27813721,-0.00088331,
-,14-Jun-2018 17:27:03.087,-,-,-,-,-,-,-9.78187561,0.23733521,-0.28804016,-0.00065568,
-,14-Jun-2018 17:27:04.088,-,-,-,-,-,-,-9.75636292,0.19604492,-0.20959473,-0.00446075,
-,14-Jun-2018 17:27:05.089,-,-,-,-,-,-,-9.73423767,0.23497009,-0.73348999,0.00060756,
-,14-Jun-2018 17:27:06.094,-,-,-,-,-,-,-9.73403931,0.18815613,0.21780396,0.00100001,
-,14-Jun-2018 17:27:07.088,-,-,-,-,-,-,-9.75846863,0.27424622,-0.59288025,-0.00119485,
-,14-Jun-2018 17:27:08.092,-,-,-,-,-,-,-9.77906799,0.21458435,0.14155579,-0.00206795,
-,14-Jun-2018 17:27:09.089,-,-,-,-,-,-,-9.77445984,0.2124176,-0.46902466,-0.00166482,
-,14-Jun-2018 17:27:10.089,-,-,-,-,-,-,-9.79206848,0.19854736,-0.16455078,-0.00187132,
-,14-Jun-2018 17:27:11.088,-,-,-,-,-,-,-9.79840088,0.2011261,-0.07128906,-0.00016349,
-,14-Jun-2018 17:27:12.088,-,-,-,-,-,-,-9.76968384,0.20680237,-0.21923828,-0.00379932,
-,14-Jun-2018 17:27:13.088,-,-,-,-,-,-,-9.77607727,0.23875427,-0.33561707,-0.00199729,
-,14-Jun-2018 17:27:14.089,-,-,-,-,-,-,-9.7986145,0.0657959,-0.37341309,-0.00060822,
-,14-Jun-2018 17:27:15.088,-,-,-,-,-,-,-9.78710938,0.29983521,-0.56088257,0.0005318,
-,14-Jun-2018 17:27:16.088,-,-,-,-,-,-,-9.77526855,0.264328,-0.16792297,-0.00250593,
-,14-Jun-2018 17:27:17.090,-,-,-,-,-,-,-9.78683472,0.39938354,-0.26986694,-0.0014772,
-,14-Jun-2018 17:27:18.089,-,-,-,-,-,-,-9.79707336,0.77345276,-1.26322937,0.00815038,
-,14-Jun-2018 17:27:19.088,-,-,-,-,-,-,-9.72235107,0.37231445,-0.35668945,0.00024079,
-,14-Jun-2018 17:27:20.088,-,-,-,-,-,-,-9.77565002,0.41049194,-0.36642456,0.00011052,
-,14-Jun-2018 17:27:21.088,-,-,-,-,-,-,-9.77516174,0.18774414,-1.13693237,0.00340547,
-,14-Jun-2018 17:27:22.088,-,-,-,-,-,-,-9.77989197,0.16094971,-1.20365906,0.00516361,
-,14-Jun-2018 17:27:23.088,-,-,-,-,-,-,-9.8139801,0.34936523,-1.20846558,0.00048953,
-,14-Jun-2018 17:27:24.087,-,-,-,-,-,-,-9.87904358,0.27938843,-0.8074646,0.01255342,
-,14-Jun-2018 17:27:25.089,-,-,-,-,-,-,-9.72651672,0.79841614,-0.89492798,-0.01149483,
-,14-Jun-2018 17:27:26.088,-,-,-,-,-,-,-9.87091064,1.14102173,-0.4936676,0.00610122,
-,14-Jun-2018 17:27:27.089,-,-,-,-,-,-,-9.82070923,2.05004883,0.14059448,0.02334768,
-,14-Jun-2018 17:27:28.088,-,-,-,-,-,-,-9.53152466,1.38069153,0.33584595,0.00280971,
-,14-Jun-2018 17:27:29.090,-,-,-,-,-,-,-9.64933777,1.31848145,0.06845093,0.01190307,
-,14-Jun-2018 17:27:30.087,-,-,-,-,-,-,-9.56816101,0.86343384,-0.42573547,-0.00395168,
-,14-Jun-2018 17:27:31.088,-,-,-,-,-,-,-9.76600647,-0.59814453,-0.67372131,0.00031918,
-,14-Jun-2018 17:27:32.088,-,-,-,-,-,-,-10.18101501,-2.01295471,0.2872467,0.01697351,
-,14-Jun-2018 17:27:33.088,-,-,-,-,-,-,-9.45411682,0.67527771,0.04457092,-0.01184318,
