GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),!Tran Temp(°C),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine Coolant Temperature(°C),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Hybrid Battery Charge (%)(%),kw used(kwh),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(km/h),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s)
-,02-Oct-2018 19:38:08.578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,8364.58398438,0
-,02-Oct-2018 19:38:09.558,-,-,-,-,-,-,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,14.19300556,-,-,-,0,-,-,8364.58398438,0
-,02-Oct-2018 19:38:10.555,-,-,-,-,-,-,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,-,-,NaN,-,-,-,-,-,-,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:11 GMT+03:00 2018,02-Oct-2018 19:38:11.552,23.77164072,61.48754496,0.0,15.008,126.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,-,-,-,-,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:12 GMT+03:00 2018,02-Oct-2018 19:38:12.553,23.77167911,61.48751362,0.0,11.792,119.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,-,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:13 GMT+03:00 2018,02-Oct-2018 19:38:13.559,23.77164561,61.48745913,0.0,9.648001,112.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,112,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:14 GMT+03:00 2018,02-Oct-2018 19:38:14.562,23.77163726,61.48743762,0.0,7.504,109.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,109,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:15 GMT+03:00 2018,02-Oct-2018 19:38:15.555,23.77162709,61.48739964,0.0,6.432,105.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,105,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:16 GMT+03:00 2018,02-Oct-2018 19:38:16.570,23.77162928,61.48739171,0.82,5.36,103.0,7.8,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,103,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:17 GMT+03:00 2018,02-Oct-2018 19:38:17.558,23.77160598,61.48739433,1.39,5.36,104.0,7.9,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,104,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:18 GMT+03:00 2018,02-Oct-2018 19:38:18.553,23.77161522,61.48738829,0.0,6.432,104.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,104,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:19 GMT+03:00 2018,02-Oct-2018 19:38:19.555,23.77162649,61.48738199,0.0,6.432,103.0,0.0,352.09375,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,103,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:20 GMT+03:00 2018,02-Oct-2018 19:38:20.554,23.77163489,61.48739061,0.0,6.432,104.0,0.0,352.078125,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,104,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:21 GMT+03:00 2018,02-Oct-2018 19:38:21.555,23.77164457,61.4873911,0.0,7.504,104.0,0.0,352.078125,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,104,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
Tue Oct 02 19:38:22 GMT+03:00 2018,02-Oct-2018 19:38:22.553,23.77165438,61.48739336,0.0,7.504,104.0,0.0,352.078125,0,-2.39520955,19.6078434,26,27,0,5.18561745,12,19.6078434,12180,30,0,19,10.70274544,0,0,0,9,NaN,26,-,0,-,104,19,14.19300556,-,-,-,0,-,-,8364.58398438,0
