GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
Mon Sep 03 07:14:29 GMT+03:00 2018,03-Sep-2018 07:14:30.525,23.18584312,61.24291402,0.0,5.36,125.0,0.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,125,-,-,-,-,-
Mon Sep 03 07:14:30 GMT+03:00 2018,03-Sep-2018 07:14:31.526,23.18585686,61.24292644,0.0,4.288,125.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,13,-,-,-,-,-,-,8.0,-,-,8,0,-,-,125,-,-,-,-,-
Mon Sep 03 07:14:31 GMT+03:00 2018,03-Sep-2018 07:14:32.525,23.18585034,61.24292134,0.0,4.288,124.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,-,-,8,0,-,-,124,-,-,-,-,-
Mon Sep 03 07:14:32 GMT+03:00 2018,03-Sep-2018 07:14:33.526,23.18584991,61.2429188,0.0,4.288,124.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:33 GMT+03:00 2018,03-Sep-2018 07:14:34.525,23.18585681,61.24291193,0.0,4.288,123.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,123,-,-,-,-,-
Mon Sep 03 07:14:34 GMT+03:00 2018,03-Sep-2018 07:14:35.526,23.18585065,61.24290353,0.0,3.216,124.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:35 GMT+03:00 2018,03-Sep-2018 07:14:36.525,23.18584766,61.24290128,0.0,3.216,124.0,0.0,352.09375,0.5281406,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:36 GMT+03:00 2018,03-Sep-2018 07:14:37.525,23.18584424,61.24289838,0.0,3.216,124.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:37 GMT+03:00 2018,03-Sep-2018 07:14:38.525,23.18583874,61.24289561,0.0,3.216,124.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:38 GMT+03:00 2018,03-Sep-2018 07:14:39.525,23.18583667,61.24289443,0.0,3.216,124.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:39 GMT+03:00 2018,03-Sep-2018 07:14:40.525,23.18583712,61.24289467,0.0,3.216,124.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
Mon Sep 03 07:14:40 GMT+03:00 2018,03-Sep-2018 07:14:41.527,23.18583767,61.24289496,0.0,3.216,124.0,0.0,352.078125,0.52811718,96.40718842,84.31372833,13,17,0,5.36820936,15,84.31372833,7850,30,0,0,8,∞,0,-,124,-,-,-,-,-
