GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
Thu Jun 28 16:43:13 GMT+03:00 2018,28-Jun-2018 16:43:13.849,23.75974885,61.31301309,0.0,8.576,110.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Thu Jun 28 16:43:14 GMT+03:00 2018,28-Jun-2018 16:43:14.849,23.75974796,61.31301348,0.0,8.576,110.0,0.0,352.09375,0.84502506,1.19760478,21.96078491,74,64,0,6.64635468,23,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
Thu Jun 28 16:43:15 GMT+03:00 2018,28-Jun-2018 16:43:15.852,23.75976014,61.31302068,0.0,5.36,111.0,0.0,352.09375,0.84502506,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,-,-,-,0,-,-,111,-,-,-,-,-
Thu Jun 28 16:43:16 GMT+03:00 2018,28-Jun-2018 16:43:16.851,23.7597778,61.3130204,0.0,3.216,104.0,0.0,352.09375,0.84502506,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,-,∞,-,-,104,-,-,-,-,-
Thu Jun 28 16:43:17 GMT+03:00 2018,28-Jun-2018 16:43:17.850,23.75978734,61.31301988,0.0,3.216,105.0,0.0,352.09375,1.16190934,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,105,-,-,-,-,-
Thu Jun 28 16:43:18 GMT+03:00 2018,28-Jun-2018 16:43:18.851,23.75979143,61.31301965,0.0,3.216,102.0,0.0,352.09375,1.16190934,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,102,-,-,-,-,-
Thu Jun 28 16:43:19 GMT+03:00 2018,28-Jun-2018 16:43:19.850,23.7597951,61.31301879,0.0,3.216,104.0,0.0,352.09375,1.16190934,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,104,-,-,-,-,-
Thu Jun 28 16:43:20 GMT+03:00 2018,28-Jun-2018 16:43:20.849,23.75978824,61.31301671,0.19,3.216,104.0,276.3,352.09375,1.16190934,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,104,-,-,-,-,-
Thu Jun 28 16:43:21 GMT+03:00 2018,28-Jun-2018 16:43:21.851,23.7597852,61.31301322,0.42,3.216,105.0,204.0,352.09375,0.95065314,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,105,-,-,-,-,-
Thu Jun 28 16:43:22 GMT+03:00 2018,28-Jun-2018 16:43:22.849,23.75978616,61.31300936,0.0,3.216,106.0,0.0,352.09375,0.95065314,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,106,-,-,-,-,-
Thu Jun 28 16:43:23 GMT+03:00 2018,28-Jun-2018 16:43:23.851,23.7597853,61.31300888,0.0,3.216,108.0,0.0,352.09375,0.95065314,1.19760478,21.96078491,74,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,108,-,-,-,-,-
Thu Jun 28 16:43:24 GMT+03:00 2018,28-Jun-2018 16:43:24.850,23.7597814,61.3130073,0.0,3.216,108.0,0.0,352.09375,1.05628121,1.19760478,21.96078491,73,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,108,-,-,-,-,-
Thu Jun 28 16:43:25 GMT+03:00 2018,28-Jun-2018 16:43:25.849,23.75977527,61.31300558,0.0,3.216,108.0,0.0,352.09375,1.05628121,1.19760478,21.96078491,73,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,108,-,-,-,-,-
Thu Jun 28 16:43:26 GMT+03:00 2018,28-Jun-2018 16:43:26.851,23.75977283,61.31300258,0.0,3.216,108.0,0.0,352.09375,1.05628121,1.19760478,21.96078491,73,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,108,-,-,-,-,-
Thu Jun 28 16:43:27 GMT+03:00 2018,28-Jun-2018 16:43:27.850,23.75977901,61.31300254,0.0,3.216,108.0,0.0,352.09375,1.26753747,1.19760478,21.96078491,73,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,108,-,-,-,-,-
Thu Jun 28 16:43:28 GMT+03:00 2018,28-Jun-2018 16:43:28.850,23.75977956,61.31300344,0.0,3.216,108.0,0.0,352.09375,1.26753747,1.19760478,21.96078491,73,64,0,6.64635468,23,21.96078491,13250,30,0,0,31,∞,0,-,108,-,-,-,-,-
