GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Sun Jun 10 13:38:46 GMT+03:00 2018,10-Jun-2018 13:38:45.611,22.92237938,61.32215887,4.04,10.72,92.0,208.2,-9.28231812,-0.46182251,3.47386169,0.0011263,
Sun Jun 10 13:38:47 GMT+03:00 2018,10-Jun-2018 13:38:46.607,22.92235139,61.32218086,0.0,9.648001,92.0,0.0,-9.44499207,-0.02726746,2.90219116,0.00779957,
Sun Jun 10 13:38:48 GMT+03:00 2018,10-Jun-2018 13:38:47.603,22.92231738,61.32220394,0.0,8.576,87.0,0.0,-9.29838562,0.0466156,2.01145935,-0.00421007,
Sun Jun 10 13:38:49 GMT+03:00 2018,10-Jun-2018 13:38:48.602,22.92229781,61.32220247,0.0,7.504,87.0,0.0,-9.65081787,-0.12179565,1.84143066,0.00755839,
Sun Jun 10 13:38:50 GMT+03:00 2018,10-Jun-2018 13:38:49.602,22.92228311,61.32221253,0.0,7.504,86.0,0.0,-9.65081787,-0.12179565,1.84143066,0.00755839,
Sun Jun 10 13:38:51 GMT+03:00 2018,10-Jun-2018 13:38:50.602,22.92227379,61.32220906,0.0,7.504,85.0,0.0,-9.65081787,-0.12179565,1.84143066,0.00755839,
Sun Jun 10 13:38:52 GMT+03:00 2018,10-Jun-2018 13:38:51.603,22.92228578,61.3222082,0.0,6.432,84.0,0.0,-9.65081787,-0.12179565,1.84143066,0.00755839,
Sun Jun 10 13:38:53 GMT+03:00 2018,10-Jun-2018 13:38:52.607,22.92229343,61.32221733,0.17,5.36,86.0,27.4,-8.86203003,-0.006073,0.65293884,0.02161931,
Sun Jun 10 13:38:54 GMT+03:00 2018,10-Jun-2018 13:38:53.603,22.92229797,61.32221965,0.49,5.36,87.0,204.8,-10.29989624,1.33901978,0.46916199,0.06042987,
Sun Jun 10 13:38:55 GMT+03:00 2018,10-Jun-2018 13:38:54.603,22.92229863,61.32222398,0.0,5.36,86.0,0.0,-9.3601532,0.80767822,2.75697327,0.00719984,
Sun Jun 10 13:38:56 GMT+03:00 2018,10-Jun-2018 13:38:55.605,22.92230946,61.32222623,0.0,5.36,85.0,0.0,-8.49835205,1.62208557,3.99987793,-0.02779841,
Sun Jun 10 13:38:57 GMT+03:00 2018,10-Jun-2018 13:38:56.602,22.92230913,61.32223107,0.0,5.36,86.0,0.0,-8.79464722,0.54551697,6.04333496,0.10125653,
Sun Jun 10 13:38:58 GMT+03:00 2018,10-Jun-2018 13:38:57.603,22.92230763,61.32223399,0.0,4.288,87.0,0.0,-8.11907959,0.17979431,2.03808594,0.05835801,
Sun Jun 10 13:38:59 GMT+03:00 2018,10-Jun-2018 13:38:58.602,22.92230758,61.3222364,0.0,4.288,87.0,0.0,-5.75779724,0.71470642,6.36782837,-0.12127304,
Sun Jun 10 13:39:00 GMT+03:00 2018,10-Jun-2018 13:38:59.602,22.92230925,61.32223892,0.0,4.288,88.0,0.0,-10.74301147,0.459198,4.71803284,0.01434462,
Sun Jun 10 13:39:01 GMT+03:00 2018,10-Jun-2018 13:39:00.602,22.92230901,61.32224288,0.0,4.288,88.0,0.0,-7.1260376,2.6300354,4.71536255,-0.08805966,
Sun Jun 10 13:39:02 GMT+03:00 2018,10-Jun-2018 13:39:01.602,22.92230787,61.32224482,0.0,5.36,88.0,0.0,-10.49894714,0.6002655,3.74951172,0.00192426,
Sun Jun 10 13:39:03 GMT+03:00 2018,10-Jun-2018 13:39:02.602,22.92230664,61.3222464,0.0,5.36,89.0,0.0,-7.54162598,1.92405701,4.74945068,-0.06997776,
Sun Jun 10 13:39:04 GMT+03:00 2018,10-Jun-2018 13:39:03.605,22.92230563,61.32224762,0.0,5.36,89.0,0.0,-8.52841187,0.98828125,3.08110046,0.00445005,
Sun Jun 10 13:39:05 GMT+03:00 2018,10-Jun-2018 13:39:04.605,22.92230368,61.32224832,0.0,5.36,89.0,0.0,-7.78225708,-2.25895691,-1.43940735,-0.02260196,
Sun Jun 10 13:39:06 GMT+03:00 2018,10-Jun-2018 13:39:05.603,22.92230342,61.32225317,0.56,4.288,89.0,2.9,-9.84558105,-0.8223114,-1.45127869,0.02748327,
Sun Jun 10 13:39:07 GMT+03:00 2018,10-Jun-2018 13:39:06.609,22.92230627,61.3222559,0.0,4.288,90.0,0.0,-9.62828064,0.12194824,-0.58944702,0.00181435,
Sun Jun 10 13:39:08 GMT+03:00 2018,10-Jun-2018 13:39:07.603,22.92230784,61.32225676,0.0,4.288,91.0,0.0,-9.78482056,0.11300659,-0.46882629,0.00500172,
