GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
-,25-Jun-2018 07:06:31.751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
-,25-Jun-2018 07:06:32.748,-,-,-,-,-,-,352.09375,0.31688437,102.39521027,88.23529053,18,18,0,9.31219959,19,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
-,25-Jun-2018 07:06:33.752,-,-,-,-,-,-,352.09375,0.31688437,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,-,∞,-,-,-,-,-,-,-,-
Mon Jun 25 07:06:33 GMT+03:00 2018,25-Jun-2018 07:06:34.759,23.18588022,61.24289936,0.26,19.296001,126.0,245.8,352.09375,0.31688437,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,-,-,-,-,-,-
Mon Jun 25 07:06:34 GMT+03:00 2018,25-Jun-2018 07:06:35.749,23.18587603,61.24296641,0.0,9.648001,117.0,0.0,352.09375,0.31688437,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,-,-,-,-,-,-
Mon Jun 25 07:06:35 GMT+03:00 2018,25-Jun-2018 07:06:36.750,23.18586545,61.24294653,0.0,7.504,121.0,0.0,352.09375,0.31688437,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,121,-,-,-,-,-
Mon Jun 25 07:06:36 GMT+03:00 2018,25-Jun-2018 07:06:37.751,23.18587095,61.24291966,0.0,6.432,125.0,0.0,352.09375,0.31688437,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,125,-,-,-,-,-
Mon Jun 25 07:06:37 GMT+03:00 2018,25-Jun-2018 07:06:38.755,23.18586547,61.24290775,0.0,6.432,127.0,0.0,352.09375,0.21125627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,127,-,-,-,-,-
Mon Jun 25 07:06:38 GMT+03:00 2018,25-Jun-2018 07:06:39.753,23.18587178,61.24291856,0.0,6.432,125.0,0.0,352.09375,0.21125627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,125,-,-,-,-,-
Mon Jun 25 07:06:39 GMT+03:00 2018,25-Jun-2018 07:06:40.751,23.18586692,61.24291222,0.0,6.432,127.0,0.0,352.09375,0.21125627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,127,-,-,-,-,-
Mon Jun 25 07:06:40 GMT+03:00 2018,25-Jun-2018 07:06:41.749,23.18586401,61.24290305,0.0,5.36,127.0,0.0,352.09375,2.11256242,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,127,-,-,-,-,-
Mon Jun 25 07:06:41 GMT+03:00 2018,25-Jun-2018 07:06:42.750,23.18586497,61.24291076,0.0,5.36,124.0,0.0,352.09375,2.11256242,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,124,-,-,-,-,-
Mon Jun 25 07:06:42 GMT+03:00 2018,25-Jun-2018 07:06:43.750,23.18587348,61.24289962,0.0,5.36,126.0,0.0,352.09375,2.11256242,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,126,-,-,-,-,-
Mon Jun 25 07:06:43 GMT+03:00 2018,25-Jun-2018 07:06:44.749,23.18587911,61.24290614,0.0,4.288,124.0,0.0,352.09375,2.11256242,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,124,-,-,-,-,-
Mon Jun 25 07:06:44 GMT+03:00 2018,25-Jun-2018 07:06:45.749,23.18586391,61.24290782,0.0,4.288,125.0,0.0,352.09375,2.11256242,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,125,-,-,-,-,-
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, !! HV Volts(V),!! Inst. kPower(kW),!! SOC (Usable)(%),!! SOC(Raw)(%),!Engine Coolant Temp(°C),!Engine Oil Temp(°C),!EV km this Cycle(km),!Fuel Remaining(Gallons),!HV Battery Temp(°C),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°C),!Speed kmh(kmh),*Bat heat(W),Ambient air temp(°C),Driving efficiency(wh/km),Engine RPM(rpm),Fuel used (trip)(l),GPS Altitude(m),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Trip average Litres/100 KM(l/100km),Trip Distance(km)
Mon Jun 25 07:06:46 GMT+03:00 2018,25-Jun-2018 07:06:47.514,23.18587243,61.24290801,0.19,4.288,127.0,0.1,352.09375,1.90130627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,127,-,-,-,-,-
Mon Jun 25 07:06:47 GMT+03:00 2018,25-Jun-2018 07:06:48.513,23.18589764,61.24290705,0.0,4.288,127.0,0.0,352.09375,1.90130627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,127,-,-,-,-,-
Mon Jun 25 07:06:48 GMT+03:00 2018,25-Jun-2018 07:06:49.518,23.18591638,61.24292635,0.0,4.288,124.0,0.0,352.09375,1.90130627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,124,-,-,-,-,-
Mon Jun 25 07:06:49 GMT+03:00 2018,25-Jun-2018 07:06:50.511,23.18591305,61.24293753,0.0,4.288,122.0,0.0,352.09375,1.90130627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,122,-,-,-,-,-
Mon Jun 25 07:06:50 GMT+03:00 2018,25-Jun-2018 07:06:51.511,23.18591874,61.24293839,0.0,4.288,122.0,0.0,352.09375,1.90130627,102.39521027,88.23529053,18,18,0,9.31219959,19,88.23529053,13330,30,0,0,15,∞,0,-,122,-,-,-,-,-
